120	Citrus Heights	103	2006-02-15T04:45:25Z
121	Città del Vaticano	41	2006-02-15T04:45:25Z
122	Ciudad del Este	73	2006-02-15T04:45:25Z
123	Clarksville	103	2006-02-15T04:45:25Z
124	Coacalco de Berriozábal	60	2006-02-15T04:45:25Z
125	Coatzacoalcos	60	2006-02-15T04:45:25Z
126	Compton	103	2006-02-15T04:45:25Z
127	Coquimbo	22	2006-02-15T04:45:25Z
128	Córdoba	6	2006-02-15T04:45:25Z
129	Cuauhtémoc	60	2006-02-15T04:45:25Z
130	Cuautla	60	2006-02-15T04:45:25Z
131	Cuernavaca	60	2006-02-15T04:45:25Z
132	Cumaná	104	2006-02-15T04:45:25Z
133	Czestochowa	76	2006-02-15T04:45:25Z
134	Dadu	72	2006-02-15T04:45:25Z
135	Dallas	103	2006-02-15T04:45:25Z
136	Datong	23	2006-02-15T04:45:25Z
137	Daugavpils	54	2006-02-15T04:45:25Z
138	Davao	75	2006-02-15T04:45:25Z
139	Daxian	23	2006-02-15T04:45:25Z
140	Dayton	103	2006-02-15T04:45:25Z
141	Deba Habe	69	2006-02-15T04:45:25Z
142	Denizli	97	2006-02-15T04:45:25Z
143	Dhaka	12	2006-02-15T04:45:25Z
144	Dhule (Dhulia)	44	2006-02-15T04:45:25Z
145	Dongying	23	2006-02-15T04:45:25Z
146	Donostia-San Sebastián	87	2006-02-15T04:45:25Z
147	Dos Quebradas	24	2006-02-15T04:45:25Z
148	Duisburg	38	2006-02-15T04:45:25Z
149	Dundee	102	2006-02-15T04:45:25Z
150	Dzerzinsk	80	2006-02-15T04:45:25Z
151	Ede	67	2006-02-15T04:45:25Z
152	Effon-Alaiye	69	2006-02-15T04:45:25Z
153	El Alto	14	2006-02-15T04:45:25Z
154	El Fuerte	60	2006-02-15T04:45:25Z
155	El Monte	103	2006-02-15T04:45:25Z
156	Elista	80	2006-02-15T04:45:25Z
157	Emeishan	23	2006-02-15T04:45:25Z
158	Emmen	67	2006-02-15T04:45:25Z
159	Enshi	23	2006-02-15T04:45:25Z
160	Erlangen	38	2006-02-15T04:45:25Z
161	Escobar	6	2006-02-15T04:45:25Z
162	Esfahan	46	2006-02-15T04:45:25Z
163	Eskisehir	97	2006-02-15T04:45:25Z
164	Etawah	44	2006-02-15T04:45:25Z
165	Ezeiza	6	2006-02-15T04:45:25Z
166	Ezhou	23	2006-02-15T04:45:25Z
167	Faaa	36	2006-02-15T04:45:25Z
168	Fengshan	92	2006-02-15T04:45:25Z
169	Firozabad	44	2006-02-15T04:45:25Z
170	Florencia	24	2006-02-15T04:45:25Z
171	Fontana	103	2006-02-15T04:45:25Z
172	Fukuyama	50	2006-02-15T04:45:25Z
173	Funafuti	99	2006-02-15T04:45:25Z
174	Fuyu	23	2006-02-15T04:45:25Z
175	Fuzhou	23	2006-02-15T04:45:25Z
176	Gandhinagar	44	2006-02-15T04:45:25Z
177	Garden Grove	103	2006-02-15T04:45:25Z
178	Garland	103	2006-02-15T04:45:25Z
179	Gatineau	20	2006-02-15T04:45:25Z
180	Gaziantep	97	2006-02-15T04:45:25Z
181	Gijón	87	2006-02-15T04:45:25Z
182	Gingoog	75	2006-02-15T04:45:25Z
183	Goiânia	15	2006-02-15T04:45:25Z
184	Gorontalo	45	2006-02-15T04:45:25Z
185	Grand Prairie	103	2006-02-15T04:45:25Z
186	Graz	9	2006-02-15T04:45:25Z
187	Greensboro	103	2006-02-15T04:45:25Z
188	Guadalajara	60	2006-02-15T04:45:25Z
189	Guarujá	15	2006-02-15T04:45:25Z
190	Águas Lindas de Goiás	15	2006-02-15T04:45:25Z
191	Gulbarga	44	2006-02-15T04:45:25Z
192	Hagonoy	75	2006-02-15T04:45:25Z
193	Haining	23	2006-02-15T04:45:25Z
194	Haiphong	105	2006-02-15T04:45:25Z
195	Haldia	44	2006-02-15T04:45:25Z
196	Halifax	20	2006-02-15T04:45:25Z
197	Halisahar	44	2006-02-15T04:45:25Z
198	Halle/Saale	38	2006-02-15T04:45:25Z
199	Hami	23	2006-02-15T04:45:25Z
200	Hamilton	68	2006-02-15T04:45:25Z
201	Hanoi	105	2006-02-15T04:45:25Z
202	Hidalgo	60	2006-02-15T04:45:25Z
203	Higashiosaka	50	2006-02-15T04:45:25Z
204	Hino	50	2006-02-15T04:45:25Z
205	Hiroshima	50	2006-02-15T04:45:25Z
206	Hodeida	107	2006-02-15T04:45:25Z
207	Hohhot	23	2006-02-15T04:45:25Z
208	Hoshiarpur	44	2006-02-15T04:45:25Z
209	Hsichuh	92	2006-02-15T04:45:25Z
210	Huai´an	23	2006-02-15T04:45:25Z
211	Hubli-Dharwad	44	2006-02-15T04:45:25Z
212	Huejutla de Reyes	60	2006-02-15T04:45:25Z
213	Huixquilucan	60	2006-02-15T04:45:25Z
214	Huánuco	74	2006-02-15T04:45:25Z
215	Ibirité	15	2006-02-15T04:45:25Z
216	Idfu	29	2006-02-15T04:45:25Z
217	Ife	69	2006-02-15T04:45:25Z
218	Ikerre	69	2006-02-15T04:45:25Z
219	Iligan	75	2006-02-15T04:45:25Z
220	Ilorin	69	2006-02-15T04:45:25Z
221	Imus	75	2006-02-15T04:45:25Z
222	Inegöl	97	2006-02-15T04:45:25Z
223	Ipoh	59	2006-02-15T04:45:25Z
224	Isesaki	50	2006-02-15T04:45:25Z
225	Ivanovo	80	2006-02-15T04:45:25Z
226	Iwaki	50	2006-02-15T04:45:25Z
227	Iwakuni	50	2006-02-15T04:45:25Z
228	Iwatsuki	50	2006-02-15T04:45:25Z
229	Izumisano	50	2006-02-15T04:45:25Z
230	Jaffna	88	2006-02-15T04:45:25Z
231	Jaipur	44	2006-02-15T04:45:25Z
232	Jakarta	45	2006-02-15T04:45:25Z
233	Jalib al-Shuyukh	53	2006-02-15T04:45:25Z
234	Jamalpur	12	2006-02-15T04:45:25Z
235	Jaroslavl	80	2006-02-15T04:45:25Z
236	Jastrzebie-Zdrój	76	2006-02-15T04:45:25Z
237	Jedda	82	2006-02-15T04:45:25Z
238	Jelets	80	2006-02-15T04:45:25Z
239	Jhansi	44	2006-02-15T04:45:25Z
240	Jinchang	23	2006-02-15T04:45:25Z
241	Jining	23	2006-02-15T04:45:25Z
242	Jinzhou	23	2006-02-15T04:45:25Z
243	Jodhpur	44	2006-02-15T04:45:25Z
244	Johannesburg	85	2006-02-15T04:45:25Z
245	Joliet	103	2006-02-15T04:45:25Z
246	José Azueta	60	2006-02-15T04:45:25Z
247	Juazeiro do Norte	15	2006-02-15T04:45:25Z
248	Juiz de Fora	15	2006-02-15T04:45:25Z
249	Junan	23	2006-02-15T04:45:25Z
250	Juárez	60	2006-02-15T04:45:25Z
251	Kabul	1	2006-02-15T04:45:25Z
252	Kaduna	69	2006-02-15T04:45:25Z
253	Kakamigahara	50	2006-02-15T04:45:25Z
254	Kaliningrad	80	2006-02-15T04:45:25Z
255	Kalisz	76	2006-02-15T04:45:25Z
256	Kamakura	50	2006-02-15T04:45:25Z
257	Kamarhati	44	2006-02-15T04:45:25Z
258	Kamjanets-Podilskyi	100	2006-02-15T04:45:25Z
259	Kamyšin	80	2006-02-15T04:45:25Z
260	Kanazawa	50	2006-02-15T04:45:25Z
261	Kanchrapara	44	2006-02-15T04:45:25Z
262	Kansas City	103	2006-02-15T04:45:25Z
263	Karnal	44	2006-02-15T04:45:25Z
264	Katihar	44	2006-02-15T04:45:25Z
265	Kermanshah	46	2006-02-15T04:45:25Z
266	Kilis	97	2006-02-15T04:45:25Z
267	Kimberley	85	2006-02-15T04:45:25Z
268	Kimchon	86	2006-02-15T04:45:25Z
269	Kingstown	81	2006-02-15T04:45:25Z
270	Kirovo-Tšepetsk	80	2006-02-15T04:45:25Z
271	Kisumu	52	2006-02-15T04:45:25Z
272	Kitwe	109	2006-02-15T04:45:25Z
273	Klerksdorp	85	2006-02-15T04:45:25Z
274	Kolpino	80	2006-02-15T04:45:25Z
275	Konotop	100	2006-02-15T04:45:25Z
276	Koriyama	50	2006-02-15T04:45:25Z
277	Korla	23	2006-02-15T04:45:25Z
278	Korolev	80	2006-02-15T04:45:25Z
279	Kowloon and New Kowloon	42	2006-02-15T04:45:25Z
280	Kragujevac	108	2006-02-15T04:45:25Z
281	Kütahya	97	2006-02-15T04:45:25Z
282	Kuching	59	2006-02-15T04:45:25Z
283	Kumbakonam	44	2006-02-15T04:45:25Z
284	Kurashiki	50	2006-02-15T04:45:25Z
285	Kurgan	80	2006-02-15T04:45:25Z
286	Kursk	80	2006-02-15T04:45:25Z
287	Kuwana	50	2006-02-15T04:45:25Z
288	La Paz	60	2006-02-15T04:45:25Z
289	La Plata	6	2006-02-15T04:45:25Z
290	La Romana	27	2006-02-15T04:45:25Z
291	Laiwu	23	2006-02-15T04:45:25Z
292	Lancaster	103	2006-02-15T04:45:25Z
293	Laohekou	23	2006-02-15T04:45:25Z
294	Lapu-Lapu	75	2006-02-15T04:45:25Z
295	Laredo	103	2006-02-15T04:45:25Z
296	Lausanne	91	2006-02-15T04:45:25Z
297	Le Mans	34	2006-02-15T04:45:25Z
298	Lengshuijiang	23	2006-02-15T04:45:25Z
299	Leshan	23	2006-02-15T04:45:25Z
300	Lethbridge	20	2006-02-15T04:45:25Z
301	Lhokseumawe	45	2006-02-15T04:45:25Z
302	Liaocheng	23	2006-02-15T04:45:25Z
303	Liepaja	54	2006-02-15T04:45:25Z
304	Lilongwe	58	2006-02-15T04:45:25Z
305	Lima	74	2006-02-15T04:45:25Z
306	Lincoln	103	2006-02-15T04:45:25Z
307	Linz	9	2006-02-15T04:45:25Z
308	Lipetsk	80	2006-02-15T04:45:25Z
309	Livorno	49	2006-02-15T04:45:25Z
310	Ljubertsy	80	2006-02-15T04:45:25Z
311	Loja	28	2006-02-15T04:45:25Z
312	London	102	2006-02-15T04:45:25Z
313	London	20	2006-02-15T04:45:25Z
314	Lublin	76	2006-02-15T04:45:25Z
315	Lubumbashi	25	2006-02-15T04:45:25Z
316	Lungtan	92	2006-02-15T04:45:25Z
317	Luziânia	15	2006-02-15T04:45:25Z
318	Madiun	45	2006-02-15T04:45:25Z
319	Mahajanga	57	2006-02-15T04:45:25Z
320	Maikop	80	2006-02-15T04:45:25Z
321	Malmö	90	2006-02-15T04:45:25Z
322	Manchester	103	2006-02-15T04:45:25Z
323	Mandaluyong	75	2006-02-15T04:45:25Z
324	Mandi Bahauddin	72	2006-02-15T04:45:25Z
325	Mannheim	38	2006-02-15T04:45:25Z
326	Maracaíbo	104	2006-02-15T04:45:25Z
327	Mardan	72	2006-02-15T04:45:25Z
328	Maringá	15	2006-02-15T04:45:25Z
329	Masqat	71	2006-02-15T04:45:25Z
330	Matamoros	60	2006-02-15T04:45:25Z
331	Matsue	50	2006-02-15T04:45:25Z
332	Meixian	23	2006-02-15T04:45:25Z
333	Memphis	103	2006-02-15T04:45:25Z
334	Merlo	6	2006-02-15T04:45:25Z
335	Mexicali	60	2006-02-15T04:45:25Z
336	Miraj	44	2006-02-15T04:45:25Z
337	Mit Ghamr	29	2006-02-15T04:45:25Z
338	Miyakonojo	50	2006-02-15T04:45:25Z
339	Mogiljov	13	2006-02-15T04:45:25Z
340	Molodetšno	13	2006-02-15T04:45:25Z
341	Monclova	60	2006-02-15T04:45:25Z
342	Monywa	64	2006-02-15T04:45:25Z
343	Moscow	80	2006-02-15T04:45:25Z
344	Mosul	47	2006-02-15T04:45:25Z
345	Mukatševe	100	2006-02-15T04:45:25Z
346	Munger (Monghyr)	44	2006-02-15T04:45:25Z
347	Mwanza	93	2006-02-15T04:45:25Z
348	Mwene-Ditu	25	2006-02-15T04:45:25Z
349	Myingyan	64	2006-02-15T04:45:25Z
350	Mysore	44	2006-02-15T04:45:25Z
351	Naçala-Porto	63	2006-02-15T04:45:25Z
352	Nabereznyje Tšelny	80	2006-02-15T04:45:25Z
353	Nador	62	2006-02-15T04:45:25Z
354	Nagaon	44	2006-02-15T04:45:25Z
355	Nagareyama	50	2006-02-15T04:45:25Z
356	Najafabad	46	2006-02-15T04:45:25Z
357	Naju	86	2006-02-15T04:45:25Z
358	Nakhon Sawan	94	2006-02-15T04:45:25Z
359	Nam Dinh	105	2006-02-15T04:45:25Z
360	Namibe	4	2006-02-15T04:45:25Z
361	Nantou	92	2006-02-15T04:45:25Z
362	Nanyang	23	2006-02-15T04:45:25Z
363	NDjamna	21	2006-02-15T04:45:25Z
364	Newcastle	85	2006-02-15T04:45:25Z
365	Nezahualcóyotl	60	2006-02-15T04:45:25Z
366	Nha Trang	105	2006-02-15T04:45:25Z
367	Niznekamsk	80	2006-02-15T04:45:25Z
368	Novi Sad	108	2006-02-15T04:45:25Z
369	Novotšerkassk	80	2006-02-15T04:45:25Z
370	Nuku´alofa	95	2006-02-15T04:45:25Z
371	Nuuk	40	2006-02-15T04:45:25Z
372	Nyeri	52	2006-02-15T04:45:25Z
373	Ocumare del Tuy	104	2006-02-15T04:45:25Z
374	Ogbomosho	69	2006-02-15T04:45:25Z
375	Okara	72	2006-02-15T04:45:25Z
376	Okayama	50	2006-02-15T04:45:25Z
377	Okinawa	50	2006-02-15T04:45:25Z
378	Olomouc	26	2006-02-15T04:45:25Z
379	Omdurman	89	2006-02-15T04:45:25Z
380	Omiya	50	2006-02-15T04:45:25Z
381	Ondo	69	2006-02-15T04:45:25Z
382	Onomichi	50	2006-02-15T04:45:25Z
383	Oshawa	20	2006-02-15T04:45:25Z
384	Osmaniye	97	2006-02-15T04:45:25Z
385	Šostka	100	2006-02-15T04:45:25Z
386	Otsu	50	2006-02-15T04:45:25Z
387	Oulu	33	2006-02-15T04:45:25Z
388	Ourense (Orense)	87	2006-02-15T04:45:25Z
389	Owo	69	2006-02-15T04:45:25Z
390	Oyo	69	2006-02-15T04:45:25Z
391	Ozamis	75	2006-02-15T04:45:25Z
392	Paarl	85	2006-02-15T04:45:25Z
393	Pachuca de Soto	60	2006-02-15T04:45:25Z
394	Pak Kret	94	2006-02-15T04:45:25Z
395	Palghat (Palakkad)	44	2006-02-15T04:45:25Z
396	Pangkal Pinang	45	2006-02-15T04:45:25Z
397	Papeete	36	2006-02-15T04:45:25Z
398	Parbhani	44	2006-02-15T04:45:25Z
399	Pathankot	44	2006-02-15T04:45:25Z
400	Patiala	44	2006-02-15T04:45:25Z
401	Patras	39	2006-02-15T04:45:25Z
402	Pavlodar	51	2006-02-15T04:45:25Z
403	Pemalang	45	2006-02-15T04:45:25Z
404	Peoria	103	2006-02-15T04:45:25Z
405	Pereira	24	2006-02-15T04:45:25Z
406	Phnom Penh	18	2006-02-15T04:45:25Z
407	Pingxiang	23	2006-02-15T04:45:25Z
408	Pjatigorsk	80	2006-02-15T04:45:25Z
409	Plock	76	2006-02-15T04:45:25Z
410	Poá	15	2006-02-15T04:45:25Z
411	Ponce	77	2006-02-15T04:45:25Z
412	Pontianak	45	2006-02-15T04:45:25Z
413	Poços de Caldas	15	2006-02-15T04:45:25Z
414	Portoviejo	28	2006-02-15T04:45:25Z
415	Probolinggo	45	2006-02-15T04:45:25Z
416	Pudukkottai	44	2006-02-15T04:45:25Z
417	Pune	44	2006-02-15T04:45:25Z
418	Purnea (Purnia)	44	2006-02-15T04:45:25Z
419	Purwakarta	45	2006-02-15T04:45:25Z
420	Pyongyang	70	2006-02-15T04:45:25Z
421	Qalyub	29	2006-02-15T04:45:25Z
422	Qinhuangdao	23	2006-02-15T04:45:25Z
423	Qomsheh	46	2006-02-15T04:45:25Z
424	Quilmes	6	2006-02-15T04:45:25Z
425	Rae Bareli	44	2006-02-15T04:45:25Z
426	Rajkot	44	2006-02-15T04:45:25Z
427	Rampur	44	2006-02-15T04:45:25Z
428	Rancagua	22	2006-02-15T04:45:25Z
429	Ranchi	44	2006-02-15T04:45:25Z
430	Richmond Hill	20	2006-02-15T04:45:25Z
431	Rio Claro	15	2006-02-15T04:45:25Z
432	Rizhao	23	2006-02-15T04:45:25Z
433	Roanoke	103	2006-02-15T04:45:25Z
434	Ríobamba	28	2006-02-15T04:45:25Z
435	Rockford	103	2006-02-15T04:45:25Z
436	Ruse	17	2006-02-15T04:45:25Z
437	Rustenburg	85	2006-02-15T04:45:25Z
438	´s-Hertogenbosch	67	2006-02-15T04:45:25Z
439	Saarbrücken	38	2006-02-15T04:45:25Z
440	Sagamihara	50	2006-02-15T04:45:25Z
441	Saint Louis	103	2006-02-15T04:45:25Z
442	Saint-Denis	79	2006-02-15T04:45:25Z
443	Salé	62	2006-02-15T04:45:25Z
444	Salala	71	2006-02-15T04:45:25Z
445	Salamanca	60	2006-02-15T04:45:25Z
446	Salinas	103	2006-02-15T04:45:25Z
447	Salzburg	9	2006-02-15T04:45:25Z
448	Sambhal	44	2006-02-15T04:45:25Z
449	San Bernardino	103	2006-02-15T04:45:25Z
450	San Felipe de Puerto Plata	27	2006-02-15T04:45:25Z
451	San Felipe del Progreso	60	2006-02-15T04:45:25Z
452	San Juan Bautista Tuxtepec	60	2006-02-15T04:45:25Z
453	San Lorenzo	73	2006-02-15T04:45:25Z
454	San Miguel de Tucumán	6	2006-02-15T04:45:25Z
455	Sanaa	107	2006-02-15T04:45:25Z
456	Santa Bárbara d´Oeste	15	2006-02-15T04:45:25Z
457	Santa Fé	6	2006-02-15T04:45:25Z
458	Santa Rosa	75	2006-02-15T04:45:25Z
459	Santiago de Compostela	87	2006-02-15T04:45:25Z
460	Santiago de los Caballeros	27	2006-02-15T04:45:25Z
461	Santo André	15	2006-02-15T04:45:25Z
462	Sanya	23	2006-02-15T04:45:25Z
463	Sasebo	50	2006-02-15T04:45:25Z
464	Satna	44	2006-02-15T04:45:25Z
465	Sawhaj	29	2006-02-15T04:45:25Z
466	Serpuhov	80	2006-02-15T04:45:25Z
467	Shahr-e Kord	46	2006-02-15T04:45:25Z
468	Shanwei	23	2006-02-15T04:45:25Z
469	Shaoguan	23	2006-02-15T04:45:25Z
470	Sharja	101	2006-02-15T04:45:25Z
471	Shenzhen	23	2006-02-15T04:45:25Z
472	Shikarpur	72	2006-02-15T04:45:25Z
473	Shimoga	44	2006-02-15T04:45:25Z
474	Shimonoseki	50	2006-02-15T04:45:25Z
475	Shivapuri	44	2006-02-15T04:45:25Z
476	Shubra al-Khayma	29	2006-02-15T04:45:25Z
477	Siegen	38	2006-02-15T04:45:25Z
478	Siliguri (Shiliguri)	44	2006-02-15T04:45:25Z
479	Simferopol	100	2006-02-15T04:45:25Z
480	Sincelejo	24	2006-02-15T04:45:25Z
481	Sirjan	46	2006-02-15T04:45:25Z
482	Sivas	97	2006-02-15T04:45:25Z
483	Skikda	2	2006-02-15T04:45:25Z
484	Smolensk	80	2006-02-15T04:45:25Z
485	São Bernardo do Campo	15	2006-02-15T04:45:25Z
486	São Leopoldo	15	2006-02-15T04:45:25Z
487	Sogamoso	24	2006-02-15T04:45:25Z
488	Sokoto	69	2006-02-15T04:45:25Z
489	Songkhla	94	2006-02-15T04:45:25Z
490	Sorocaba	15	2006-02-15T04:45:25Z
491	Soshanguve	85	2006-02-15T04:45:25Z
492	Sousse	96	2006-02-15T04:45:25Z
493	South Hill	5	2006-02-15T04:45:25Z
494	Southampton	102	2006-02-15T04:45:25Z
495	Southend-on-Sea	102	2006-02-15T04:45:25Z
496	Southport	102	2006-02-15T04:45:25Z
497	Springs	85	2006-02-15T04:45:25Z
498	Stara Zagora	17	2006-02-15T04:45:25Z
499	Sterling Heights	103	2006-02-15T04:45:25Z
500	Stockport	102	2006-02-15T04:45:25Z
501	Sucre	14	2006-02-15T04:45:25Z
502	Suihua	23	2006-02-15T04:45:25Z
503	Sullana	74	2006-02-15T04:45:25Z
504	Sultanbeyli	97	2006-02-15T04:45:25Z
505	Sumqayit	10	2006-02-15T04:45:25Z
506	Sumy	100	2006-02-15T04:45:25Z
507	Sungai Petani	59	2006-02-15T04:45:25Z
508	Sunnyvale	103	2006-02-15T04:45:25Z
509	Surakarta	45	2006-02-15T04:45:25Z
510	Syktyvkar	80	2006-02-15T04:45:25Z
511	Syrakusa	49	2006-02-15T04:45:25Z
512	Székesfehérvár	43	2006-02-15T04:45:25Z
513	Tabora	93	2006-02-15T04:45:25Z
514	Tabriz	46	2006-02-15T04:45:25Z
515	Tabuk	82	2006-02-15T04:45:25Z
516	Tafuna	3	2006-02-15T04:45:25Z
517	Taguig	75	2006-02-15T04:45:25Z
518	Taizz	107	2006-02-15T04:45:25Z
519	Talavera	75	2006-02-15T04:45:25Z
520	Tallahassee	103	2006-02-15T04:45:25Z
521	Tama	50	2006-02-15T04:45:25Z
522	Tambaram	44	2006-02-15T04:45:25Z
523	Tanauan	75	2006-02-15T04:45:25Z
524	Tandil	6	2006-02-15T04:45:25Z
525	Tangail	12	2006-02-15T04:45:25Z
526	Tanshui	92	2006-02-15T04:45:25Z
527	Tanza	75	2006-02-15T04:45:25Z
528	Tarlac	75	2006-02-15T04:45:25Z
529	Tarsus	97	2006-02-15T04:45:25Z
530	Tartu	30	2006-02-15T04:45:25Z
531	Tšeboksary	80	2006-02-15T04:45:25Z
532	Tegal	45	2006-02-15T04:45:25Z
533	Tel Aviv-Jaffa	48	2006-02-15T04:45:25Z
534	Tete	63	2006-02-15T04:45:25Z
535	Tianjin	23	2006-02-15T04:45:25Z
536	Tiefa	23	2006-02-15T04:45:25Z
537	Tieli	23	2006-02-15T04:45:25Z
538	Tokat	97	2006-02-15T04:45:25Z
539	Tonghae	86	2006-02-15T04:45:25Z
540	Tongliao	23	2006-02-15T04:45:25Z
541	Torreón	60	2006-02-15T04:45:25Z
542	Touliu	92	2006-02-15T04:45:25Z
543	Toulon	34	2006-02-15T04:45:25Z
544	Toulouse	34	2006-02-15T04:45:25Z
545	Tórshavn	32	2006-02-15T04:45:25Z
546	Tsaotun	92	2006-02-15T04:45:25Z
547	Tsuyama	50	2006-02-15T04:45:25Z
