39	2	2	7459	5.99	2005-07-27T18:40:20Z	2020-02-15T06:59:47Z
40	2	2	8230	5.99	2005-07-29T00:12:59Z	2020-02-15T06:59:47Z
41	2	1	8598	2.99	2005-07-29T12:56:59Z	2020-02-15T06:59:47Z
42	2	2	8705	5.99	2005-07-29T17:14:29Z	2020-02-15T06:59:47Z
43	2	1	9031	4.99	2005-07-30T06:06:10Z	2020-02-15T06:59:47Z
44	2	2	9236	10.99	2005-07-30T13:47:43Z	2020-02-15T06:59:47Z
45	2	2	9248	0.99	2005-07-30T14:14:11Z	2020-02-15T06:59:47Z
46	2	2	9296	6.99	2005-07-30T16:21:13Z	2020-02-15T06:59:47Z
47	2	2	9465	6.99	2005-07-30T22:39:53Z	2020-02-15T06:59:47Z
48	2	1	10136	2.99	2005-07-31T21:58:56Z	2020-02-15T06:59:47Z
49	2	1	10466	0.99	2005-08-01T09:45:26Z	2020-02-15T06:59:47Z
50	2	1	10918	0.99	2005-08-02T02:10:56Z	2020-02-15T06:59:47Z
51	2	1	11087	5.99	2005-08-02T07:41:41Z	2020-02-15T06:59:47Z
52	2	1	11177	6.99	2005-08-02T10:43:48Z	2020-02-15T06:59:47Z
53	2	2	11256	2.99	2005-08-02T13:44:53Z	2020-02-15T06:59:47Z
54	2	1	11614	2.99	2005-08-17T03:52:18Z	2020-02-15T06:59:47Z
55	2	1	12963	2.99	2005-08-19T06:26:04Z	2020-02-15T06:59:47Z
56	2	1	14475	4.99	2005-08-21T13:24:32Z	2020-02-15T06:59:47Z
57	2	2	14743	5.99	2005-08-21T22:41:56Z	2020-02-15T06:59:47Z
58	2	2	15145	4.99	2005-08-22T13:53:04Z	2020-02-15T06:59:47Z
59	2	2	15907	4.99	2005-08-23T17:39:35Z	2020-02-15T06:59:47Z
60	3	1	435	1.99	2005-05-27T17:17:09Z	2020-02-15T06:59:47Z
61	3	1	830	2.99	2005-05-29T22:43:55Z	2020-02-15T06:59:47Z
62	3	1	1546	8.99	2005-06-16T01:34:05Z	2020-02-15T06:59:47Z
63	3	1	1726	6.99	2005-06-16T15:19:10Z	2020-02-15T06:59:47Z
64	3	2	1911	6.99	2005-06-17T05:15:15Z	2020-02-15T06:59:47Z
65	3	1	2628	2.99	2005-06-19T08:34:53Z	2020-02-15T06:59:47Z
66	3	1	4180	4.99	2005-07-07T10:23:25Z	2020-02-15T06:59:47Z
67	3	1	4725	4.99	2005-07-08T12:47:11Z	2020-02-15T06:59:47Z
68	3	1	7096	5.99	2005-07-27T04:54:42Z	2020-02-15T06:59:47Z
69	3	2	7503	10.99	2005-07-27T20:23:12Z	2020-02-15T06:59:47Z
70	3	2	7703	7.99	2005-07-28T03:59:21Z	2020-02-15T06:59:47Z
71	3	2	7724	6.99	2005-07-28T04:46:30Z	2020-02-15T06:59:47Z
72	3	1	7911	4.99	2005-07-28T11:46:45Z	2020-02-15T06:59:47Z
73	3	2	8086	4.99	2005-07-28T18:17:14Z	2020-02-15T06:59:47Z
74	3	1	8545	2.99	2005-07-29T11:07:04Z	2020-02-15T06:59:47Z
75	3	1	9226	1.99	2005-07-30T13:31:20Z	2020-02-15T06:59:47Z
76	3	2	9443	3.99	2005-07-30T21:45:46Z	2020-02-15T06:59:47Z
77	3	1	9595	2.99	2005-07-31T03:27:58Z	2020-02-15T06:59:47Z
78	3	2	9816	4.99	2005-07-31T11:32:58Z	2020-02-15T06:59:47Z
79	3	2	10597	5.99	2005-08-01T14:19:48Z	2020-02-15T06:59:47Z
80	3	2	12556	4.99	2005-08-18T14:49:55Z	2020-02-15T06:59:47Z
81	3	1	13403	8.99	2005-08-19T22:18:07Z	2020-02-15T06:59:47Z
82	3	2	13610	2.99	2005-08-20T06:14:12Z	2020-02-15T06:59:47Z
83	3	2	14699	8.99	2005-08-21T20:50:48Z	2020-02-15T06:59:47Z
84	3	2	15038	0.99	2005-08-22T09:37:27Z	2020-02-15T06:59:47Z
85	3	1	15619	2.99	2005-08-23T07:10:14Z	2020-02-15T06:59:47Z
86	4	1	1297	4.99	2005-06-15T09:31:28Z	2020-02-15T06:59:47Z
87	4	1	1633	0.99	2005-06-16T08:08:40Z	2020-02-15T06:59:47Z
88	4	2	1707	2.99	2005-06-16T14:01:27Z	2020-02-15T06:59:47Z
89	4	2	1735	0.99	2005-06-16T15:51:52Z	2020-02-15T06:59:47Z
90	4	2	2043	0.99	2005-06-17T14:31:12Z	2020-02-15T06:59:47Z
91	4	1	2642	5.99	2005-06-19T09:39:01Z	2020-02-15T06:59:47Z
92	4	1	7660	2.99	2005-07-28T02:10:10Z	2020-02-15T06:59:47Z
93	4	2	7718	2.99	2005-07-28T04:37:59Z	2020-02-15T06:59:47Z
94	4	1	8741	3.99	2005-07-29T18:44:57Z	2020-02-15T06:59:47Z
95	4	1	9100	5.99	2005-07-30T08:46:09Z	2020-02-15T06:59:47Z
96	4	1	9371	5.99	2005-07-30T18:58:00Z	2020-02-15T06:59:47Z
97	4	2	11069	0.99	2005-08-02T07:09:34Z	2020-02-15T06:59:47Z
98	4	1	11110	2.99	2005-08-02T08:20:31Z	2020-02-15T06:59:47Z
99	4	2	11529	4.99	2005-08-17T00:28:01Z	2020-02-15T06:59:47Z
100	4	1	12151	2.99	2005-08-18T00:14:03Z	2020-02-15T06:59:47Z
101	4	2	12294	8.99	2005-08-18T05:14:44Z	2020-02-15T06:59:47Z
102	4	2	12856	1.99	2005-08-19T02:19:13Z	2020-02-15T06:59:47Z
103	4	1	13704	2.99	2005-08-20T09:32:04Z	2020-02-15T06:59:47Z
104	4	1	13807	6.99	2005-08-20T12:55:40Z	2020-02-15T06:59:47Z
105	4	2	14225	4.99	2005-08-21T04:53:37Z	2020-02-15T06:59:47Z
106	4	1	15147	2.99	2005-08-22T13:58:23Z	2020-02-15T06:59:47Z
107	4	2	15635	1.99	2005-08-23T07:43:00Z	2020-02-15T06:59:47Z
108	5	1	731	0.99	2005-05-29T07:25:16Z	2020-02-15T06:59:47Z
109	5	1	1085	6.99	2005-05-31T11:15:43Z	2020-02-15T06:59:47Z
110	5	1	1142	1.99	2005-05-31T19:46:38Z	2020-02-15T06:59:47Z
111	5	1	1502	3.99	2005-06-15T22:03:14Z	2020-02-15T06:59:47Z
112	5	2	1631	2.99	2005-06-16T08:01:02Z	2020-02-15T06:59:47Z
113	5	2	2063	4.99	2005-06-17T15:56:53Z	2020-02-15T06:59:47Z
114	5	2	2570	2.99	2005-06-19T04:20:13Z	2020-02-15T06:59:47Z
115	5	2	3126	4.99	2005-06-20T18:38:22Z	2020-02-15T06:59:47Z
116	5	2	3677	4.99	2005-07-06T09:11:58Z	2020-02-15T06:59:47Z
117	5	2	4889	2.99	2005-07-08T20:04:43Z	2020-02-15T06:59:47Z
118	5	1	5016	4.99	2005-07-09T01:57:57Z	2020-02-15T06:59:47Z
119	5	2	5118	5.99	2005-07-09T07:13:52Z	2020-02-15T06:59:47Z
120	5	2	5156	1.99	2005-07-09T08:51:42Z	2020-02-15T06:59:47Z
121	5	2	5721	0.99	2005-07-10T11:09:35Z	2020-02-15T06:59:47Z
122	5	1	6042	8.99	2005-07-11T03:17:04Z	2020-02-15T06:59:47Z
123	5	1	6663	3.99	2005-07-12T11:27:35Z	2020-02-15T06:59:47Z
124	5	2	6685	4.99	2005-07-12T12:16:28Z	2020-02-15T06:59:47Z
125	5	2	7293	0.99	2005-07-27T12:37:28Z	2020-02-15T06:59:47Z
126	5	2	7652	0.99	2005-07-28T01:50:29Z	2020-02-15T06:59:47Z
127	5	2	7829	3.99	2005-07-28T08:43:39Z	2020-02-15T06:59:47Z
128	5	1	8263	2.99	2005-07-29T01:11:23Z	2020-02-15T06:59:47Z
129	5	1	8978	1.99	2005-07-30T04:14:28Z	2020-02-15T06:59:47Z
130	5	1	9493	4.99	2005-07-30T23:52:30Z	2020-02-15T06:59:47Z
131	5	1	9888	3.99	2005-07-31T14:00:53Z	2020-02-15T06:59:47Z
132	5	2	10609	4.99	2005-08-01T14:48:45Z	2020-02-15T06:59:47Z
133	5	1	10625	0.99	2005-08-01T15:27:10Z	2020-02-15T06:59:47Z
134	5	2	11001	4.99	2005-08-02T04:56:45Z	2020-02-15T06:59:47Z
135	5	1	11179	4.99	2005-08-02T10:50:06Z	2020-02-15T06:59:47Z
136	5	2	11930	3.99	2005-08-17T16:28:53Z	2020-02-15T06:59:47Z
137	5	1	12145	9.99	2005-08-18T00:10:04Z	2020-02-15T06:59:47Z
138	5	1	12797	2.99	2005-08-19T00:24:08Z	2020-02-15T06:59:47Z
139	5	1	13063	1.99	2005-08-19T09:45:41Z	2020-02-15T06:59:47Z
140	5	2	13877	0.99	2005-08-20T15:16:18Z	2020-02-15T06:59:47Z
141	5	2	14053	6.99	2005-08-20T22:13:59Z	2020-02-15T06:59:47Z
142	5	1	14430	6.99	2005-08-21T11:31:11Z	2020-02-15T06:59:47Z
143	5	2	14494	2.99	2005-08-21T14:02:50Z	2020-02-15T06:59:47Z
144	5	2	15232	0.99	2005-08-22T17:37:02Z	2020-02-15T06:59:47Z
145	5	2	13209	0.99	2006-02-14T15:16:03Z	2020-02-15T06:59:47Z
146	6	2	57	4.99	2005-05-25T08:43:32Z	2020-02-15T06:59:47Z
147	6	1	577	2.99	2005-05-28T11:09:14Z	2020-02-15T06:59:47Z
148	6	2	916	0.99	2005-05-30T11:25:01Z	2020-02-15T06:59:47Z
149	6	1	1575	3.99	2005-06-16T03:41:38Z	2020-02-15T06:59:47Z
150	6	2	1841	2.99	2005-06-16T23:44:13Z	2020-02-15T06:59:47Z
151	6	1	1966	0.99	2005-06-17T09:19:45Z	2020-02-15T06:59:47Z
152	6	1	2345	0.99	2005-06-18T12:03:23Z	2020-02-15T06:59:47Z
153	6	2	3983	0.99	2005-07-06T23:14:21Z	2020-02-15T06:59:47Z
154	6	2	4278	2.99	2005-07-07T14:53:24Z	2020-02-15T06:59:47Z
155	6	1	5553	0.99	2005-07-10T03:03:35Z	2020-02-15T06:59:47Z
156	6	2	6211	5.99	2005-07-11T12:39:01Z	2020-02-15T06:59:47Z
157	6	1	6248	7.99	2005-07-11T15:01:54Z	2020-02-15T06:59:47Z
158	6	2	6686	0.99	2005-07-12T12:18:38Z	2020-02-15T06:59:47Z
159	6	2	7099	2.99	2005-07-27T05:03:44Z	2020-02-15T06:59:47Z
160	6	2	7136	2.99	2005-07-27T06:38:25Z	2020-02-15T06:59:47Z
161	6	1	8101	0.99	2005-07-28T18:47:23Z	2020-02-15T06:59:47Z
162	6	1	10271	2.99	2005-08-01T03:13:39Z	2020-02-15T06:59:47Z
163	6	1	11023	2.99	2005-08-02T05:36:38Z	2020-02-15T06:59:47Z
164	6	1	11398	3.99	2005-08-02T18:55:15Z	2020-02-15T06:59:47Z
165	6	1	11591	6.99	2005-08-17T02:29:41Z	2020-02-15T06:59:47Z
166	6	1	11727	0.99	2005-08-17T08:12:20Z	2020-02-15T06:59:47Z
167	6	1	11853	0.99	2005-08-17T13:39:32Z	2020-02-15T06:59:47Z
168	6	2	12254	2.99	2005-08-18T04:05:29Z	2020-02-15T06:59:47Z
169	6	2	13451	6.99	2005-08-20T00:18:25Z	2020-02-15T06:59:47Z
170	6	1	14329	7.99	2005-08-21T08:22:56Z	2020-02-15T06:59:47Z
171	6	1	14377	4.99	2005-08-21T09:49:28Z	2020-02-15T06:59:47Z
172	6	1	15509	5.99	2005-08-23T02:51:24Z	2020-02-15T06:59:47Z
173	6	2	15603	0.99	2005-08-23T06:41:32Z	2020-02-15T06:59:47Z
174	7	2	46	5.99	2005-05-25T06:04:08Z	2020-02-15T06:59:47Z
175	7	2	117	0.99	2005-05-25T19:30:46Z	2020-02-15T06:59:47Z
176	7	2	748	2.99	2005-05-29T09:27:00Z	2020-02-15T06:59:47Z
177	7	1	975	4.99	2005-05-30T21:07:15Z	2020-02-15T06:59:47Z
178	7	1	1063	5.99	2005-05-31T08:44:29Z	2020-02-15T06:59:47Z
179	7	2	1810	0.99	2005-06-16T21:06:00Z	2020-02-15T06:59:47Z
180	7	1	2250	2.99	2005-06-18T05:03:36Z	2020-02-15T06:59:47Z
181	7	1	2709	0.99	2005-06-19T14:00:26Z	2020-02-15T06:59:47Z
182	7	1	2888	4.99	2005-06-20T01:50:56Z	2020-02-15T06:59:47Z
183	7	1	3007	0.99	2005-06-20T10:11:53Z	2020-02-15T06:59:47Z
184	7	2	3639	5.99	2005-07-06T07:09:17Z	2020-02-15T06:59:47Z
185	7	2	4238	2.99	2005-07-07T13:22:20Z	2020-02-15T06:59:47Z
186	7	2	4787	5.99	2005-07-08T16:16:04Z	2020-02-15T06:59:47Z
187	7	1	4856	4.99	2005-07-08T18:47:38Z	2020-02-15T06:59:47Z
188	7	1	5441	8.99	2005-07-09T21:52:05Z	2020-02-15T06:59:47Z
189	7	1	5921	7.99	2005-07-10T21:35:12Z	2020-02-15T06:59:47Z
190	7	1	6174	1.99	2005-07-11T10:36:28Z	2020-02-15T06:59:47Z
191	7	1	6295	2.99	2005-07-11T17:30:58Z	2020-02-15T06:59:47Z
192	7	2	6761	3.99	2005-07-12T15:17:42Z	2020-02-15T06:59:47Z
193	7	2	8422	5.99	2005-07-29T07:02:55Z	2020-02-15T06:59:47Z
194	7	2	9624	7.99	2005-07-31T04:30:03Z	2020-02-15T06:59:47Z
195	7	2	10330	6.99	2005-08-01T04:57:04Z	2020-02-15T06:59:47Z
196	7	1	10423	5.99	2005-08-01T08:19:53Z	2020-02-15T06:59:47Z
197	7	1	10514	4.99	2005-08-01T11:39:26Z	2020-02-15T06:59:47Z
198	7	2	10644	4.99	2005-08-01T15:52:00Z	2020-02-15T06:59:47Z
199	7	2	10989	3.99	2005-08-02T04:40:54Z	2020-02-15T06:59:47Z
200	7	2	11542	7.99	2005-08-17T00:51:32Z	2020-02-15T06:59:47Z
201	7	1	12367	8.99	2005-08-18T07:57:14Z	2020-02-15T06:59:47Z
202	7	1	12730	2.99	2005-08-18T21:55:01Z	2020-02-15T06:59:47Z
203	7	2	13373	2.99	2005-08-19T21:23:31Z	2020-02-15T06:59:47Z
204	7	1	13476	2.99	2005-08-20T01:06:04Z	2020-02-15T06:59:47Z
205	7	1	13594	0.99	2005-08-20T05:53:31Z	2020-02-15T06:59:47Z
206	7	1	14222	5.99	2005-08-21T04:49:48Z	2020-02-15T06:59:47Z
207	8	2	866	6.99	2005-05-30T03:43:54Z	2020-02-15T06:59:47Z
208	8	2	1305	2.99	2005-06-15T09:59:16Z	2020-02-15T06:59:47Z
209	8	1	2095	5.99	2005-06-17T18:21:35Z	2020-02-15T06:59:47Z
210	8	2	3114	4.99	2005-06-20T17:57:47Z	2020-02-15T06:59:47Z
211	8	1	3475	5.99	2005-07-05T23:01:21Z	2020-02-15T06:59:47Z
212	8	1	4003	0.99	2005-07-07T00:09:02Z	2020-02-15T06:59:47Z
213	8	2	4175	2.99	2005-07-07T10:02:03Z	2020-02-15T06:59:47Z
214	8	2	4409	3.99	2005-07-07T21:47:29Z	2020-02-15T06:59:47Z
215	8	1	4503	3.99	2005-07-08T02:17:12Z	2020-02-15T06:59:47Z
216	8	1	5300	2.99	2005-07-09T15:40:46Z	2020-02-15T06:59:47Z
217	8	2	5341	2.99	2005-07-09T17:13:23Z	2020-02-15T06:59:47Z
218	8	1	6375	4.99	2005-07-11T21:39:46Z	2020-02-15T06:59:47Z
219	8	1	6647	0.99	2005-07-12T10:43:53Z	2020-02-15T06:59:47Z
220	8	1	8809	1.99	2005-07-29T21:42:49Z	2020-02-15T06:59:47Z
221	8	2	9629	2.99	2005-07-31T04:54:43Z	2020-02-15T06:59:47Z
222	8	2	10141	0.99	2005-07-31T22:08:29Z	2020-02-15T06:59:47Z
223	8	2	10561	2.99	2005-08-01T13:05:35Z	2020-02-15T06:59:47Z
224	8	1	11232	9.99	2005-08-02T13:04:12Z	2020-02-15T06:59:47Z
225	8	2	11284	2.99	2005-08-02T14:42:45Z	2020-02-15T06:59:47Z
226	8	1	12613	2.99	2005-08-18T17:16:01Z	2020-02-15T06:59:47Z
227	8	1	14114	0.99	2005-08-21T01:07:11Z	2020-02-15T06:59:47Z
228	8	1	15374	7.99	2005-08-22T22:09:09Z	2020-02-15T06:59:47Z
229	8	1	15764	2.99	2005-08-23T13:05:10Z	2020-02-15T06:59:47Z
230	8	1	15805	4.99	2005-08-23T14:31:19Z	2020-02-15T06:59:47Z
231	9	2	350	4.99	2005-05-27T05:01:28Z	2020-02-15T06:59:47Z
232	9	2	877	0.99	2005-05-30T05:48:59Z	2020-02-15T06:59:47Z
233	9	2	1075	4.99	2005-05-31T10:13:34Z	2020-02-15T06:59:47Z
234	9	2	3142	7.99	2005-06-20T19:59:28Z	2020-02-15T06:59:47Z
235	9	2	3262	4.99	2005-06-21T04:08:43Z	2020-02-15T06:59:47Z
236	9	1	4454	2.99	2005-07-07T23:37:00Z	2020-02-15T06:59:47Z
237	9	2	4748	0.99	2005-07-08T13:59:38Z	2020-02-15T06:59:47Z
238	9	1	4796	1.99	2005-07-08T16:35:44Z	2020-02-15T06:59:47Z
239	9	1	5659	2.99	2005-07-10T07:45:40Z	2020-02-15T06:59:47Z
240	9	2	6019	4.99	2005-07-11T02:08:29Z	2020-02-15T06:59:47Z
241	9	1	6165	5.99	2005-07-11T10:17:29Z	2020-02-15T06:59:47Z
242	9	2	7616	0.99	2005-07-28T00:15:26Z	2020-02-15T06:59:47Z
243	9	1	7801	2.99	2005-07-28T07:51:56Z	2020-02-15T06:59:47Z
244	9	1	9043	4.99	2005-07-30T06:34:07Z	2020-02-15T06:59:47Z
245	9	1	10451	0.99	2005-08-01T09:11:25Z	2020-02-15T06:59:47Z
246	9	1	10454	4.99	2005-08-01T09:14:00Z	2020-02-15T06:59:47Z
247	9	2	11400	5.99	2005-08-02T19:00:52Z	2020-02-15T06:59:47Z
248	9	1	11556	0.99	2005-08-17T01:11:53Z	2020-02-15T06:59:47Z
249	9	1	12228	2.99	2005-08-18T03:08:10Z	2020-02-15T06:59:47Z
250	9	1	12309	2.99	2005-08-18T05:58:40Z	2020-02-15T06:59:47Z
251	9	2	12652	4.99	2005-08-18T18:48:58Z	2020-02-15T06:59:47Z
252	9	2	14489	7.99	2005-08-21T13:53:59Z	2020-02-15T06:59:47Z
253	9	1	15813	4.99	2006-02-14T15:16:03Z	2020-02-15T06:59:47Z
254	10	2	1140	4.99	2005-05-31T19:36:30Z	2020-02-15T06:59:47Z
255	10	1	1801	4.99	2005-06-16T20:21:53Z	2020-02-15T06:59:47Z
256	10	1	1995	4.99	2005-06-17T11:11:14Z	2020-02-15T06:59:47Z
257	10	2	2222	3.99	2005-06-18T03:26:23Z	2020-02-15T06:59:47Z
258	10	1	2814	0.99	2005-06-19T20:01:59Z	2020-02-15T06:59:47Z
259	10	1	2865	0.99	2005-06-20T00:00:55Z	2020-02-15T06:59:47Z
260	10	2	3790	3.99	2005-07-06T14:13:45Z	2020-02-15T06:59:47Z
261	10	2	4042	4.99	2005-07-07T03:06:40Z	2020-02-15T06:59:47Z
262	10	1	4255	1.99	2005-07-07T14:14:13Z	2020-02-15T06:59:47Z
263	10	1	5038	7.99	2005-07-09T03:12:52Z	2020-02-15T06:59:47Z
264	10	2	5068	2.99	2005-07-09T04:53:18Z	2020-02-15T06:59:47Z
265	10	1	5444	0.99	2005-07-09T21:58:57Z	2020-02-15T06:59:47Z
266	10	1	5905	2.99	2005-07-10T20:41:09Z	2020-02-15T06:59:47Z
267	10	1	7738	2.99	2005-07-28T05:21:42Z	2020-02-15T06:59:47Z
268	10	2	8001	6.99	2005-07-28T15:10:55Z	2020-02-15T06:59:47Z
269	10	2	8188	4.99	2005-07-28T22:34:12Z	2020-02-15T06:59:47Z
270	10	1	9935	4.99	2005-07-31T15:27:07Z	2020-02-15T06:59:47Z
271	10	2	10671	8.99	2005-08-01T17:09:59Z	2020-02-15T06:59:47Z
272	10	2	11289	2.99	2005-08-02T14:55:00Z	2020-02-15T06:59:47Z
273	10	1	11405	0.99	2005-08-02T19:13:39Z	2020-02-15T06:59:47Z
274	10	2	12031	2.99	2005-08-17T20:11:35Z	2020-02-15T06:59:47Z
275	10	2	12400	2.99	2005-08-18T09:19:12Z	2020-02-15T06:59:47Z
276	10	2	13316	4.99	2005-08-19T19:23:30Z	2020-02-15T06:59:47Z
277	10	2	13917	2.99	2005-08-20T16:43:28Z	2020-02-15T06:59:47Z
278	10	1	15370	5.99	2005-08-22T21:59:29Z	2020-02-15T06:59:47Z
279	11	1	987	6.99	2005-05-30T22:59:12Z	2020-02-15T06:59:47Z
280	11	1	1470	6.99	2005-06-15T20:53:07Z	2020-02-15T06:59:47Z
281	11	1	1939	7.99	2005-06-17T07:26:45Z	2020-02-15T06:59:47Z
282	11	1	3192	0.99	2005-06-20T23:49:12Z	2020-02-15T06:59:47Z
283	11	2	4608	2.99	2005-07-08T07:19:11Z	2020-02-15T06:59:47Z
284	11	1	4943	4.99	2005-07-08T22:43:05Z	2020-02-15T06:59:47Z
285	11	2	5835	5.99	2005-07-10T16:44:58Z	2020-02-15T06:59:47Z
286	11	2	6146	6.99	2005-07-11T09:09:59Z	2020-02-15T06:59:47Z
287	11	1	7314	4.99	2005-07-27T13:13:32Z	2020-02-15T06:59:47Z
288	11	1	8014	4.99	2005-07-28T15:32:07Z	2020-02-15T06:59:47Z
289	11	2	8100	2.99	2005-07-28T18:43:11Z	2020-02-15T06:59:47Z
290	11	2	8447	1.99	2005-07-29T07:38:14Z	2020-02-15T06:59:47Z
291	11	1	8715	0.99	2005-07-29T17:33:45Z	2020-02-15T06:59:47Z
292	11	1	8950	9.99	2005-07-30T03:17:13Z	2020-02-15T06:59:47Z
293	11	2	9292	6.99	2005-07-30T16:08:21Z	2020-02-15T06:59:47Z
294	11	1	10812	4.99	2005-08-01T22:41:16Z	2020-02-15T06:59:47Z
295	11	2	11166	6.99	2005-08-02T10:14:58Z	2020-02-15T06:59:47Z
296	11	2	11502	0.99	2005-08-16T23:06:30Z	2020-02-15T06:59:47Z
297	11	2	12015	5.99	2005-08-17T19:32:44Z	2020-02-15T06:59:47Z
298	11	2	13572	0.99	2005-08-20T05:07:27Z	2020-02-15T06:59:47Z
299	11	1	13790	4.99	2005-08-20T12:17:27Z	2020-02-15T06:59:47Z
300	11	1	15120	0.99	2005-08-22T12:42:47Z	2020-02-15T06:59:47Z
301	11	2	15240	2.99	2005-08-22T17:46:41Z	2020-02-15T06:59:47Z
302	11	1	11646	0.99	2006-02-14T15:16:03Z	2020-02-15T06:59:47Z
303	12	1	988	4.99	2005-05-30T23:08:03Z	2020-02-15T06:59:47Z
304	12	1	1084	4.99	2005-05-31T11:10:17Z	2020-02-15T06:59:47Z
305	12	2	1752	5.99	2005-06-16T17:02:55Z	2020-02-15T06:59:47Z
306	12	2	2434	5.99	2005-06-18T18:11:51Z	2020-02-15T06:59:47Z
307	12	2	2500	5.99	2005-06-18T23:07:12Z	2020-02-15T06:59:47Z
308	12	2	2623	4.99	2005-06-19T08:11:51Z	2020-02-15T06:59:47Z
309	12	2	3135	2.99	2005-06-20T19:33:52Z	2020-02-15T06:59:47Z
310	12	1	3411	0.99	2005-06-21T16:31:27Z	2020-02-15T06:59:47Z
311	12	1	3870	3.99	2005-07-06T17:57:54Z	2020-02-15T06:59:47Z
312	12	1	5071	0.99	2005-07-09T05:00:39Z	2020-02-15T06:59:47Z
313	12	1	5074	0.99	2005-07-09T05:06:24Z	2020-02-15T06:59:47Z
314	12	2	5111	0.99	2005-07-09T07:02:19Z	2020-02-15T06:59:47Z
315	12	2	5242	3.99	2005-07-09T13:20:25Z	2020-02-15T06:59:47Z
316	12	1	6773	2.99	2005-07-12T15:55:39Z	2020-02-15T06:59:47Z
317	12	2	7008	0.99	2005-07-27T01:44:03Z	2020-02-15T06:59:47Z
318	12	2	7279	0.99	2005-07-27T11:50:47Z	2020-02-15T06:59:47Z
319	12	2	8985	0.99	2005-07-30T04:34:51Z	2020-02-15T06:59:47Z
320	12	2	9166	4.99	2005-07-30T11:26:28Z	2020-02-15T06:59:47Z
321	12	2	9238	5.99	2005-07-30T13:49:43Z	2020-02-15T06:59:47Z
322	12	1	9627	5.99	2005-07-31T04:42:46Z	2020-02-15T06:59:47Z
323	12	2	9708	5.99	2005-07-31T07:45:33Z	2020-02-15T06:59:47Z
324	12	2	10392	10.99	2005-08-01T06:50:26Z	2020-02-15T06:59:47Z
325	12	2	11497	0.99	2005-08-16T22:52:30Z	2020-02-15T06:59:47Z
326	12	1	12604	4.99	2005-08-18T16:58:48Z	2020-02-15T06:59:47Z
