inventory_id,film_id,store_id,last_update
58,11,2,2020-02-15T06:59:29Z
59,11,2,2020-02-15T06:59:29Z
60,12,1,2020-02-15T06:59:29Z
61,12,1,2020-02-15T06:59:29Z
62,12,1,2020-02-15T06:59:29Z
63,12,2,2020-02-15T06:59:29Z
64,12,2,2020-02-15T06:59:29Z
65,12,2,2020-02-15T06:59:29Z
66,12,2,2020-02-15T06:59:29Z
67,13,2,2020-02-15T06:59:29Z
68,13,2,2020-02-15T06:59:29Z
69,13,2,2020-02-15T06:59:29Z
70,13,2,2020-02-15T06:59:29Z
71,15,1,2020-02-15T06:59:29Z
72,15,1,2020-02-15T06:59:29Z
73,15,2,2020-02-15T06:59:29Z
74,15,2,2020-02-15T06:59:29Z
75,15,2,2020-02-15T06:59:29Z
76,15,2,2020-02-15T06:59:29Z
77,16,1,2020-02-15T06:59:29Z
78,16,1,2020-02-15T06:59:29Z
79,16,2,2020-02-15T06:59:29Z
80,16,2,2020-02-15T06:59:29Z
81,17,1,2020-02-15T06:59:29Z
82,17,1,2020-02-15T06:59:29Z
83,17,1,2020-02-15T06:59:29Z
84,17,2,2020-02-15T06:59:29Z
85,17,2,2020-02-15T06:59:29Z
86,17,2,2020-02-15T06:59:29Z
87,18,1,2020-02-15T06:59:29Z
88,18,1,2020-02-15T06:59:29Z
89,18,1,2020-02-15T06:59:29Z
90,18,2,2020-02-15T06:59:29Z
91,18,2,2020-02-15T06:59:29Z
92,18,2,2020-02-15T06:59:29Z
93,19,1,2020-02-15T06:59:29Z
94,19,1,2020-02-15T06:59:29Z
95,19,1,2020-02-15T06:59:29Z
96,19,1,2020-02-15T06:59:29Z
97,19,2,2020-02-15T06:59:29Z
98,19,2,2020-02-15T06:59:29Z
99,20,1,2020-02-15T06:59:29Z
100,20,1,2020-02-15T06:59:29Z
101,20,1,2020-02-15T06:59:29Z
102,21,1,2020-02-15T06:59:29Z
103,21,1,2020-02-15T06:59:29Z
104,21,2,2020-02-15T06:59:29Z
105,21,2,2020-02-15T06:59:29Z
106,21,2,2020-02-15T06:59:29Z
107,21,2,2020-02-15T06:59:29Z
108,22,1,2020-02-15T06:59:29Z
109,22,1,2020-02-15T06:59:29Z
110,22,1,2020-02-15T06:59:29Z
111,22,1,2020-02-15T06:59:29Z
112,22,2,2020-02-15T06:59:29Z
113,22,2,2020-02-15T06:59:29Z
114,22,2,2020-02-15T06:59:29Z
115,23,1,2020-02-15T06:59:29Z
116,23,1,2020-02-15T06:59:29Z
117,23,1,2020-02-15T06:59:29Z
118,23,2,2020-02-15T06:59:29Z
119,23,2,2020-02-15T06:59:29Z
120,24,1,2020-02-15T06:59:29Z
121,24,1,2020-02-15T06:59:29Z
122,24,1,2020-02-15T06:59:29Z
123,24,1,2020-02-15T06:59:29Z
124,25,1,2020-02-15T06:59:29Z
125,25,1,2020-02-15T06:59:29Z
126,25,1,2020-02-15T06:59:29Z
127,25,1,2020-02-15T06:59:29Z
128,25,2,2020-02-15T06:59:29Z
129,25,2,2020-02-15T06:59:29Z
130,26,1,2020-02-15T06:59:29Z
131,26,1,2020-02-15T06:59:29Z
132,26,2,2020-02-15T06:59:29Z
133,26,2,2020-02-15T06:59:29Z
134,26,2,2020-02-15T06:59:29Z
135,27,1,2020-02-15T06:59:29Z
136,27,1,2020-02-15T06:59:29Z
137,27,1,2020-02-15T06:59:29Z
138,27,1,2020-02-15T06:59:29Z
139,28,1,2020-02-15T06:59:29Z
140,28,1,2020-02-15T06:59:29Z
141,28,1,2020-02-15T06:59:29Z
142,29,1,2020-02-15T06:59:29Z
143,29,1,2020-02-15T06:59:29Z
144,30,1,2020-02-15T06:59:29Z
145,30,1,2020-02-15T06:59:29Z
146,31,1,2020-02-15T06:59:29Z
147,31,1,2020-02-15T06:59:29Z
148,31,1,2020-02-15T06:59:29Z
149,31,1,2020-02-15T06:59:29Z
150,31,2,2020-02-15T06:59:29Z
151,31,2,2020-02-15T06:59:29Z
152,31,2,2020-02-15T06:59:29Z
153,31,2,2020-02-15T06:59:29Z
154,32,2,2020-02-15T06:59:29Z
155,32,2,2020-02-15T06:59:29Z
156,34,2,2020-02-15T06:59:29Z
157,34,2,2020-02-15T06:59:29Z
158,34,2,2020-02-15T06:59:29Z
159,34,2,2020-02-15T06:59:29Z
160,35,1,2020-02-15T06:59:29Z
161,35,1,2020-02-15T06:59:29Z
162,35,1,2020-02-15T06:59:29Z
163,35,1,2020-02-15T06:59:29Z
164,35,2,2020-02-15T06:59:29Z
165,35,2,2020-02-15T06:59:29Z
166,35,2,2020-02-15T06:59:29Z
167,37,1,2020-02-15T06:59:29Z
168,37,1,2020-02-15T06:59:29Z
169,37,1,2020-02-15T06:59:29Z
170,37,1,2020-02-15T06:59:29Z
171,37,2,2020-02-15T06:59:29Z
172,37,2,2020-02-15T06:59:29Z
173,37,2,2020-02-15T06:59:29Z
174,39,1,2020-02-15T06:59:29Z
175,39,1,2020-02-15T06:59:29Z
176,39,1,2020-02-15T06:59:29Z
177,39,2,2020-02-15T06:59:29Z
178,39,2,2020-02-15T06:59:29Z
179,39,2,2020-02-15T06:59:29Z
180,39,2,2020-02-15T06:59:29Z
181,40,2,2020-02-15T06:59:29Z
182,40,2,2020-02-15T06:59:29Z
183,40,2,2020-02-15T06:59:29Z
184,40,2,2020-02-15T06:59:29Z
185,42,2,2020-02-15T06:59:29Z
186,42,2,2020-02-15T06:59:29Z
187,42,2,2020-02-15T06:59:29Z
188,42,2,2020-02-15T06:59:29Z
189,43,1,2020-02-15T06:59:29Z
190,43,1,2020-02-15T06:59:29Z
191,43,1,2020-02-15T06:59:29Z
192,43,2,2020-02-15T06:59:29Z
193,43,2,2020-02-15T06:59:29Z
194,43,2,2020-02-15T06:59:29Z
195,43,2,2020-02-15T06:59:29Z
196,44,1,2020-02-15T06:59:29Z
197,44,1,2020-02-15T06:59:29Z
198,44,2,2020-02-15T06:59:29Z
199,44,2,2020-02-15T06:59:29Z
200,44,2,2020-02-15T06:59:29Z
201,45,1,2020-02-15T06:59:29Z
202,45,1,2020-02-15T06:59:29Z
203,45,1,2020-02-15T06:59:29Z
204,45,1,2020-02-15T06:59:29Z
205,45,2,2020-02-15T06:59:29Z
206,45,2,2020-02-15T06:59:29Z
207,46,2,2020-02-15T06:59:29Z
208,46,2,2020-02-15T06:59:29Z
209,46,2,2020-02-15T06:59:29Z
210,47,2,2020-02-15T06:59:29Z
211,47,2,2020-02-15T06:59:29Z
212,48,1,2020-02-15T06:59:29Z
213,48,1,2020-02-15T06:59:29Z
214,48,2,2020-02-15T06:59:29Z
215,48,2,2020-02-15T06:59:29Z
216,49,1,2020-02-15T06:59:29Z
217,49,1,2020-02-15T06:59:29Z
218,49,1,2020-02-15T06:59:29Z
219,49,2,2020-02-15T06:59:29Z
220,49,2,2020-02-15T06:59:29Z
221,49,2,2020-02-15T06:59:29Z
222,50,1,2020-02-15T06:59:29Z
223,50,1,2020-02-15T06:59:29Z
224,50,1,2020-02-15T06:59:29Z
225,50,2,2020-02-15T06:59:29Z
226,50,2,2020-02-15T06:59:29Z
227,51,1,2020-02-15T06:59:29Z
228,51,1,2020-02-15T06:59:29Z
229,51,2,2020-02-15T06:59:29Z
230,51,2,2020-02-15T06:59:29Z
231,51,2,2020-02-15T06:59:29Z
232,51,2,2020-02-15T06:59:29Z
233,52,2,2020-02-15T06:59:29Z
234,52,2,2020-02-15T06:59:29Z
235,53,1,2020-02-15T06:59:29Z
236,53,1,2020-02-15T06:59:29Z
237,54,1,2020-02-15T06:59:29Z
238,54,1,2020-02-15T06:59:29Z
239,54,1,2020-02-15T06:59:29Z
240,54,2,2020-02-15T06:59:29Z
241,54,2,2020-02-15T06:59:29Z
242,55,1,2020-02-15T06:59:29Z
243,55,1,2020-02-15T06:59:29Z
244,55,1,2020-02-15T06:59:29Z
245,55,1,2020-02-15T06:59:29Z
246,55,2,2020-02-15T06:59:29Z
247,55,2,2020-02-15T06:59:29Z
248,56,1,2020-02-15T06:59:29Z
249,56,1,2020-02-15T06:59:29Z
250,56,1,2020-02-15T06:59:29Z
251,56,2,2020-02-15T06:59:29Z
252,56,2,2020-02-15T06:59:29Z
253,57,1,2020-02-15T06:59:29Z
254,57,1,2020-02-15T06:59:29Z
255,57,1,2020-02-15T06:59:29Z
256,57,1,2020-02-15T06:59:29Z
257,57,2,2020-02-15T06:59:29Z
258,57,2,2020-02-15T06:59:29Z
259,57,2,2020-02-15T06:59:29Z
260,58,2,2020-02-15T06:59:29Z
261,58,2,2020-02-15T06:59:29Z
262,58,2,2020-02-15T06:59:29Z
263,58,2,2020-02-15T06:59:29Z
264,59,1,2020-02-15T06:59:29Z
265,59,1,2020-02-15T06:59:29Z
266,59,1,2020-02-15T06:59:29Z
267,59,2,2020-02-15T06:59:29Z
268,59,2,2020-02-15T06:59:29Z
269,60,1,2020-02-15T06:59:29Z
270,60,1,2020-02-15T06:59:29Z
271,60,1,2020-02-15T06:59:29Z
272,61,1,2020-02-15T06:59:29Z
273,61,1,2020-02-15T06:59:29Z
274,61,1,2020-02-15T06:59:29Z
275,61,1,2020-02-15T06:59:29Z
276,61,2,2020-02-15T06:59:29Z
277,61,2,2020-02-15T06:59:29Z
278,62,2,2020-02-15T06:59:29Z
279,62,2,2020-02-15T06:59:29Z
280,63,1,2020-02-15T06:59:29Z
281,63,1,2020-02-15T06:59:29Z
282,63,2,2020-02-15T06:59:29Z
283,63,2,2020-02-15T06:59:29Z
284,64,2,2020-02-15T06:59:29Z
285,64,2,2020-02-15T06:59:29Z
286,64,2,2020-02-15T06:59:29Z
287,65,2,2020-02-15T06:59:29Z
288,65,2,2020-02-15T06:59:29Z
289,65,2,2020-02-15T06:59:29Z
290,65,2,2020-02-15T06:59:29Z
291,66,1,2020-02-15T06:59:29Z
292,66,1,2020-02-15T06:59:29Z
293,66,1,2020-02-15T06:59:29Z
294,67,1,2020-02-15T06:59:29Z
295,67,1,2020-02-15T06:59:29Z
296,67,2,2020-02-15T06:59:29Z
297,67,2,2020-02-15T06:59:29Z
298,67,2,2020-02-15T06:59:29Z
299,67,2,2020-02-15T06:59:29Z
300,68,1,2020-02-15T06:59:29Z
301,68,1,2020-02-15T06:59:29Z
302,68,2,2020-02-15T06:59:29Z
303,68,2,2020-02-15T06:59:29Z
304,69,1,2020-02-15T06:59:29Z
305,69,1,2020-02-15T06:59:29Z
306,69,1,2020-02-15T06:59:29Z
307,69,1,2020-02-15T06:59:29Z
308,69,2,2020-02-15T06:59:29Z
309,69,2,2020-02-15T06:59:29Z
310,69,2,2020-02-15T06:59:29Z
311,69,2,2020-02-15T06:59:29Z
312,70,1,2020-02-15T06:59:29Z
313,70,1,2020-02-15T06:59:29Z
314,70,2,2020-02-15T06:59:29Z
315,70,2,2020-02-15T06:59:29Z
316,71,2,2020-02-15T06:59:29Z
317,71,2,2020-02-15T06:59:29Z
318,71,2,2020-02-15T06:59:29Z
319,71,2,2020-02-15T06:59:29Z
320,72,1,2020-02-15T06:59:29Z
321,72,1,2020-02-15T06:59:29Z
322,72,1,2020-02-15T06:59:29Z
323,72,1,2020-02-15T06:59:29Z
324,72,2,2020-02-15T06:59:29Z
325,72,2,2020-02-15T06:59:29Z
326,73,1,2020-02-15T06:59:29Z
327,73,1,2020-02-15T06:59:29Z
328,73,1,2020-02-15T06:59:29Z
329,73,1,2020-02-15T06:59:29Z
330,73,2,2020-02-15T06:59:29Z
331,73,2,2020-02-15T06:59:29Z
332,73,2,2020-02-15T06:59:29Z
333,73,2,2020-02-15T06:59:29Z
334,74,1,2020-02-15T06:59:29Z
335,74,1,2020-02-15T06:59:29Z
336,74,1,2020-02-15T06:59:29Z
337,74,2,2020-02-15T06:59:29Z
338,74,2,2020-02-15T06:59:29Z
339,75,2,2020-02-15T06:59:29Z
340,75,2,2020-02-15T06:59:29Z
341,75,2,2020-02-15T06:59:29Z
342,76,1,2020-02-15T06:59:29Z
343,76,1,2020-02-15T06:59:29Z
344,76,1,2020-02-15T06:59:29Z
345,77,1,2020-02-15T06:59:29Z
346,77,1,2020-02-15T06:59:29Z
347,77,1,2020-02-15T06:59:29Z
348,77,1,2020-02-15T06:59:29Z
349,77,2,2020-02-15T06:59:29Z
350,77,2,2020-02-15T06:59:29Z
351,78,1,2020-02-15T06:59:29Z
352,78,1,2020-02-15T06:59:29Z
353,78,1,2020-02-15T06:59:29Z
354,78,2,2020-02-15T06:59:29Z
355,78,2,2020-02-15T06:59:29Z
356,78,2,2020-02-15T06:59:29Z
357,78,2,2020-02-15T06:59:29Z
358,79,1,2020-02-15T06:59:29Z
359,79,1,2020-02-15T06:59:29Z
360,79,1,2020-02-15T06:59:29Z
361,79,2,2020-02-15T06:59:29Z
362,79,2,2020-02-15T06:59:29Z
363,79,2,2020-02-15T06:59:29Z
364,80,1,2020-02-15T06:59:29Z
365,80,1,2020-02-15T06:59:29Z
366,80,1,2020-02-15T06:59:29Z
367,80,1,2020-02-15T06:59:29Z
368,81,1,2020-02-15T06:59:29Z
369,81,1,2020-02-15T06:59:29Z
370,81,1,2020-02-15T06:59:29Z
371,81,1,2020-02-15T06:59:29Z
372,82,1,2020-02-15T06:59:29Z
373,82,1,2020-02-15T06:59:29Z
374,83,1,2020-02-15T06:59:29Z
375,83,1,2020-02-15T06:59:29Z
376,83,1,2020-02-15T06:59:29Z
377,83,2,2020-02-15T06:59:29Z
378,83,2,2020-02-15T06:59:29Z
379,84,1,2020-02-15T06:59:29Z
380,84,1,2020-02-15T06:59:29Z
381,84,1,2020-02-15T06:59:29Z
382,84,1,2020-02-15T06:59:29Z
383,85,2,2020-02-15T06:59:29Z
384,85,2,2020-02-15T06:59:29Z
385,85,2,2020-02-15T06:59:29Z
386,85,2,2020-02-15T06:59:29Z
387,86,1,2020-02-15T06:59:29Z
388,86,1,2020-02-15T06:59:29Z
389,86,1,2020-02-15T06:59:29Z
390,86,1,2020-02-15T06:59:29Z
391,86,2,2020-02-15T06:59:29Z
392,86,2,2020-02-15T06:59:29Z
393,86,2,2020-02-15T06:59:29Z
394,86,2,2020-02-15T06:59:29Z
395,88,2,2020-02-15T06:59:29Z
396,88,2,2020-02-15T06:59:29Z
397,88,2,2020-02-15T06:59:29Z
398,88,2,2020-02-15T06:59:29Z
399,89,1,2020-02-15T06:59:29Z
400,89,1,2020-02-15T06:59:29Z
401,89,1,2020-02-15T06:59:29Z
402,89,2,2020-02-15T06:59:29Z
403,89,2,2020-02-15T06:59:29Z
404,89,2,2020-02-15T06:59:29Z
405,90,1,2020-02-15T06:59:29Z
406,90,1,2020-02-15T06:59:29Z
407,90,1,2020-02-15T06:59:29Z
408,90,2,2020-02-15T06:59:29Z
409,90,2,2020-02-15T06:59:29Z
410,90,2,2020-02-15T06:59:29Z
411,91,1,2020-02-15T06:59:29Z
412,91,1,2020-02-15T06:59:29Z
413,91,1,2020-02-15T06:59:29Z
414,91,1,2020-02-15T06:59:29Z
415,91,2,2020-02-15T06:59:29Z
416,91,2,2020-02-15T06:59:29Z
417,91,2,2020-02-15T06:59:29Z
418,91,2,2020-02-15T06:59:29Z
419,92,1,2020-02-15T06:59:29Z
420,92,1,2020-02-15T06:59:29Z
421,92,2,2020-02-15T06:59:29Z
422,92,2,2020-02-15T06:59:29Z
423,93,2,2020-02-15T06:59:29Z
424,93,2,2020-02-15T06:59:29Z
425,93,2,2020-02-15T06:59:29Z
426,94,1,2020-02-15T06:59:29Z
427,94,1,2020-02-15T06:59:29Z
428,95,1,2020-02-15T06:59:29Z
429,95,1,2020-02-15T06:59:29Z
430,95,2,2020-02-15T06:59:29Z
431,95,2,2020-02-15T06:59:29Z
432,95,2,2020-02-15T06:59:29Z
433,96,1,2020-02-15T06:59:29Z
434,96,1,2020-02-15T06:59:29Z
435,96,1,2020-02-15T06:59:29Z
436,97,1,2020-02-15T06:59:29Z
437,97,1,2020-02-15T06:59:29Z
438,97,1,2020-02-15T06:59:29Z
439,97,1,2020-02-15T06:59:29Z
440,97,2,2020-02-15T06:59:29Z
441,97,2,2020-02-15T06:59:29Z
442,98,1,2020-02-15T06:59:29Z
443,98,1,2020-02-15T06:59:29Z
444,98,1,2020-02-15T06:59:29Z
445,99,1,2020-02-15T06:59:29Z
446,99,1,2020-02-15T06:59:29Z
447,99,1,2020-02-15T06:59:29Z
448,99,2,2020-02-15T06:59:29Z
449,99,2,2020-02-15T06:59:29Z
450,99,2,2020-02-15T06:59:29Z
451,100,1,2020-02-15T06:59:29Z
452,100,1,2020-02-15T06:59:29Z
453,100,1,2020-02-15T06:59:29Z
454,100,1,2020-02-15T06:59:29Z
455,100,2,2020-02-15T06:59:29Z
456,100,2,2020-02-15T06:59:29Z
457,101,1,2020-02-15T06:59:29Z
458,101,1,2020-02-15T06:59:29Z
459,101,1,2020-02-15T06:59:29Z
460,101,1,2020-02-15T06:59:29Z
461,101,2,2020-02-15T06:59:29Z
462,101,2,2020-02-15T06:59:29Z
463,102,2,2020-02-15T06:59:29Z
464,102,2,2020-02-15T06:59:29Z
465,103,1,2020-02-15T06:59:29Z
466,103,1,2020-02-15T06:59:29Z
467,103,1,2020-02-15T06:59:29Z
468,103,1,2020-02-15T06:59:29Z
469,103,2,2020-02-15T06:59:29Z
470,103,2,2020-02-15T06:59:29Z
471,103,2,2020-02-15T06:59:29Z
472,103,2,2020-02-15T06:59:29Z
473,104,2,2020-02-15T06:59:29Z
474,104,2,2020-02-15T06:59:29Z
475,104,2,2020-02-15T06:59:29Z
476,105,1,2020-02-15T06:59:29Z
477,105,1,2020-02-15T06:59:29Z
478,105,2,2020-02-15T06:59:29Z
479,105,2,2020-02-15T06:59:29Z
480,105,2,2020-02-15T06:59:29Z
481,106,1,2020-02-15T06:59:29Z
482,106,1,2020-02-15T06:59:29Z
483,107,2,2020-02-15T06:59:29Z
484,107,2,2020-02-15T06:59:29Z
485,109,1,2020-02-15T06:59:29Z
486,109,1,2020-02-15T06:59:29Z
487,109,1,2020-02-15T06:59:29Z
488,109,1,2020-02-15T06:59:29Z
489,109,2,2020-02-15T06:59:29Z
490,109,2,2020-02-15T06:59:29Z
491,109,2,2020-02-15T06:59:29Z
492,109,2,2020-02-15T06:59:29Z
493,110,1,2020-02-15T06:59:29Z
494,110,1,2020-02-15T06:59:29Z
495,110,1,2020-02-15T06:59:29Z
496,110,1,2020-02-15T06:59:29Z
497,111,2,2020-02-15T06:59:29Z
498,111,2,2020-02-15T06:59:29Z
499,111,2,2020-02-15T06:59:29Z
500,111,2,2020-02-15T06:59:29Z
501,112,1,2020-02-15T06:59:29Z
502,112,1,2020-02-15T06:59:29Z
503,112,1,2020-02-15T06:59:29Z
504,112,1,2020-02-15T06:59:29Z
505,112,2,2020-02-15T06:59:29Z
506,112,2,2020-02-15T06:59:29Z
507,112,2,2020-02-15T06:59:29Z
508,113,2,2020-02-15T06:59:29Z
509,113,2,2020-02-15T06:59:29Z
510,113,2,2020-02-15T06:59:29Z
511,113,2,2020-02-15T06:59:29Z
512,114,1,2020-02-15T06:59:29Z
513,114,1,2020-02-15T06:59:29Z
514,114,1,2020-02-15T06:59:29Z
515,114,1,2020-02-15T06:59:29Z
516,114,2,2020-02-15T06:59:29Z
517,114,2,2020-02-15T06:59:29Z
518,114,2,2020-02-15T06:59:29Z
519,115,1,2020-02-15T06:59:29Z
520,115,1,2020-02-15T06:59:29Z
521,115,1,2020-02-15T06:59:29Z
522,115,2,2020-02-15T06:59:29Z
523,115,2,2020-02-15T06:59:29Z
524,115,2,2020-02-15T06:59:29Z
525,115,2,2020-02-15T06:59:29Z
526,116,1,2020-02-15T06:59:29Z
527,116,1,2020-02-15T06:59:29Z
528,116,2,2020-02-15T06:59:29Z
529,116,2,2020-02-15T06:59:29Z
530,116,2,2020-02-15T06:59:29Z
531,116,2,2020-02-15T06:59:29Z
532,117,1,2020-02-15T06:59:29Z
533,117,1,2020-02-15T06:59:29Z
534,117,1,2020-02-15T06:59:29Z
535,117,1,2020-02-15T06:59:29Z
536,117,2,2020-02-15T06:59:29Z
537,117,2,2020-02-15T06:59:29Z
538,118,1,2020-02-15T06:59:29Z
539,118,1,2020-02-15T06:59:29Z
540,118,1,2020-02-15T06:59:29Z
541,118,1,2020-02-15T06:59:29Z
542,118,2,2020-02-15T06:59:29Z
543,118,2,2020-02-15T06:59:29Z
544,119,1,2020-02-15T06:59:29Z
545,119,1,2020-02-15T06:59:29Z
546,119,1,2020-02-15T06:59:29Z
547,119,2,2020-02-15T06:59:29Z
548,119,2,2020-02-15T06:59:29Z
549,119,2,2020-02-15T06:59:29Z
550,119,2,2020-02-15T06:59:29Z
551,120,1,2020-02-15T06:59:29Z
552,120,1,2020-02-15T06:59:29Z
553,120,1,2020-02-15T06:59:29Z
554,121,1,2020-02-15T06:59:29Z
555,121,1,2020-02-15T06:59:29Z
556,121,1,2020-02-15T06:59:29Z
557,121,2,2020-02-15T06:59:29Z
558,121,2,2020-02-15T06:59:29Z
559,121,2,2020-02-15T06:59:29Z
560,122,1,2020-02-15T06:59:29Z
561,122,1,2020-02-15T06:59:29Z
562,122,1,2020-02-15T06:59:29Z
563,122,1,2020-02-15T06:59:29Z
564,122,2,2020-02-15T06:59:29Z
565,122,2,2020-02-15T06:59:29Z
566,122,2,2020-02-15T06:59:29Z
567,123,1,2020-02-15T06:59:29Z
568,123,1,2020-02-15T06:59:29Z
569,123,2,2020-02-15T06:59:29Z
570,123,2,2020-02-15T06:59:29Z
571,123,2,2020-02-15T06:59:29Z
572,124,2,2020-02-15T06:59:29Z
573,124,2,2020-02-15T06:59:29Z
574,124,2,2020-02-15T06:59:29Z
575,125,2,2020-02-15T06:59:29Z
576,125,2,2020-02-15T06:59:29Z
577,126,2,2020-02-15T06:59:29Z
578,126,2,2020-02-15T06:59:29Z
579,126,2,2020-02-15T06:59:29Z
580,127,1,2020-02-15T06:59:29Z
581,127,1,2020-02-15T06:59:29Z
582,127,1,2020-02-15T06:59:29Z
583,127,1,2020-02-15T06:59:29Z
584,127,2,2020-02-15T06:59:29Z
585,127,2,2020-02-15T06:59:29Z
586,127,2,2020-02-15T06:59:29Z
587,127,2,2020-02-15T06:59:29Z
588,129,1,2020-02-15T06:59:29Z
589,129,1,2020-02-15T06:59:29Z
590,129,1,2020-02-15T06:59:29Z
591,129,2,2020-02-15T06:59:29Z
592,129,2,2020-02-15T06:59:29Z
593,129,2,2020-02-15T06:59:29Z
594,130,1,2020-02-15T06:59:29Z
595,130,1,2020-02-15T06:59:29Z
596,130,2,2020-02-15T06:59:29Z
597,130,2,2020-02-15T06:59:29Z
598,130,2,2020-02-15T06:59:29Z
599,130,2,2020-02-15T06:59:29Z
600,131,1,2020-02-15T06:59:29Z
601,131,1,2020-02-15T06:59:29Z
602,131,1,2020-02-15T06:59:29Z
603,131,1,2020-02-15T06:59:29Z
604,131,2,2020-02-15T06:59:29Z
605,131,2,2020-02-15T06:59:29Z
606,132,1,2020-02-15T06:59:29Z
607,132,1,2020-02-15T06:59:29Z
608,132,1,2020-02-15T06:59:29Z
609,132,1,2020-02-15T06:59:29Z
610,132,2,2020-02-15T06:59:29Z
611,132,2,2020-02-15T06:59:29Z
612,133,1,2020-02-15T06:59:29Z
613,133,1,2020-02-15T06:59:29Z
614,133,2,2020-02-15T06:59:29Z
615,133,2,2020-02-15T06:59:29Z
616,134,2,2020-02-15T06:59:29Z
617,134,2,2020-02-15T06:59:29Z
618,134,2,2020-02-15T06:59:29Z
619,135,1,2020-02-15T06:59:29Z
620,135,1,2020-02-15T06:59:29Z
621,135,1,2020-02-15T06:59:29Z
622,135,2,2020-02-15T06:59:29Z
623,135,2,2020-02-15T06:59:29Z
624,135,2,2020-02-15T06:59:29Z
625,135,2,2020-02-15T06:59:29Z
626,136,1,2020-02-15T06:59:29Z
627,136,1,2020-02-15T06:59:29Z
628,136,1,2020-02-15T06:59:29Z
629,137,2,2020-02-15T06:59:29Z
630,137,2,2020-02-15T06:59:29Z
631,137,2,2020-02-15T06:59:29Z
632,137,2,2020-02-15T06:59:29Z
633,138,1,2020-02-15T06:59:29Z
634,138,1,2020-02-15T06:59:29Z
635,138,2,2020-02-15T06:59:29Z
636,138,2,2020-02-15T06:59:29Z
637,138,2,2020-02-15T06:59:29Z
638,139,1,2020-02-15T06:59:29Z
639,139,1,2020-02-15T06:59:29Z
640,139,1,2020-02-15T06:59:29Z
641,139,1,2020-02-15T06:59:29Z
642,139,2,2020-02-15T06:59:29Z
643,139,2,2020-02-15T06:59:29Z
644,140,1,2020-02-15T06:59:29Z
645,140,1,2020-02-15T06:59:29Z
646,140,2,2020-02-15T06:59:29Z
647,140,2,2020-02-15T06:59:29Z
648,140,2,2020-02-15T06:59:29Z
649,141,1,2020-02-15T06:59:29Z
650,141,1,2020-02-15T06:59:29Z
651,141,1,2020-02-15T06:59:29Z
652,141,2,2020-02-15T06:59:29Z
653,141,2,2020-02-15T06:59:29Z
654,142,1,2020-02-15T06:59:29Z
655,142,1,2020-02-15T06:59:29Z
656,142,1,2020-02-15T06:59:29Z
657,142,2,2020-02-15T06:59:29Z
658,142,2,2020-02-15T06:59:29Z
659,143,1,2020-02-15T06:59:29Z
660,143,1,2020-02-15T06:59:29Z
661,143,1,2020-02-15T06:59:29Z
662,143,1,2020-02-15T06:59:29Z
663,143,2,2020-02-15T06:59:29Z
664,143,2,2020-02-15T06:59:29Z
