53,Bandar Seri Begawan,16,2020-02-15T06:59:28Z
54,Banjul,37,2020-02-15T06:59:28Z
55,Barcelona,104,2020-02-15T06:59:28Z
56,Basel,91,2020-02-15T06:59:28Z
57,Bat Yam,48,2020-02-15T06:59:28Z
58,Batman,97,2020-02-15T06:59:28Z
59,Batna,2,2020-02-15T06:59:28Z
60,Battambang,18,2020-02-15T06:59:28Z
61,Baybay,75,2020-02-15T06:59:28Z
62,Bayugan,75,2020-02-15T06:59:28Z
63,Bchar,2,2020-02-15T06:59:28Z
64,Beira,63,2020-02-15T06:59:28Z
65,Bellevue,103,2020-02-15T06:59:28Z
66,Belm,15,2020-02-15T06:59:28Z
67,Benguela,4,2020-02-15T06:59:28Z
68,Beni-Mellal,62,2020-02-15T06:59:28Z
69,Benin City,69,2020-02-15T06:59:28Z
70,Bergamo,49,2020-02-15T06:59:28Z
71,Berhampore (Baharampur),44,2020-02-15T06:59:28Z
72,Bern,91,2020-02-15T06:59:28Z
73,Bhavnagar,44,2020-02-15T06:59:28Z
74,Bhilwara,44,2020-02-15T06:59:28Z
75,Bhimavaram,44,2020-02-15T06:59:28Z
76,Bhopal,44,2020-02-15T06:59:28Z
77,Bhusawal,44,2020-02-15T06:59:28Z
78,Bijapur,44,2020-02-15T06:59:28Z
79,Bilbays,29,2020-02-15T06:59:28Z
80,Binzhou,23,2020-02-15T06:59:28Z
81,Birgunj,66,2020-02-15T06:59:28Z
82,Bislig,75,2020-02-15T06:59:28Z
83,Blumenau,15,2020-02-15T06:59:28Z
84,Boa Vista,15,2020-02-15T06:59:28Z
85,Boksburg,85,2020-02-15T06:59:28Z
86,Botosani,78,2020-02-15T06:59:28Z
87,Botshabelo,85,2020-02-15T06:59:28Z
88,Bradford,102,2020-02-15T06:59:28Z
89,Braslia,15,2020-02-15T06:59:28Z
90,Bratislava,84,2020-02-15T06:59:28Z
91,Brescia,49,2020-02-15T06:59:28Z
92,Brest,34,2020-02-15T06:59:28Z
93,Brindisi,49,2020-02-15T06:59:28Z
94,Brockton,103,2020-02-15T06:59:28Z
95,Bucuresti,78,2020-02-15T06:59:28Z
96,Buenaventura,24,2020-02-15T06:59:28Z
97,Bydgoszcz,76,2020-02-15T06:59:28Z
98,Cabuyao,75,2020-02-15T06:59:28Z
99,Callao,74,2020-02-15T06:59:28Z
100,Cam Ranh,105,2020-02-15T06:59:28Z
101,Cape Coral,103,2020-02-15T06:59:28Z
102,Caracas,104,2020-02-15T06:59:28Z
103,Carmen,60,2020-02-15T06:59:28Z
104,Cavite,75,2020-02-15T06:59:28Z
105,Cayenne,35,2020-02-15T06:59:28Z
106,Celaya,60,2020-02-15T06:59:28Z
107,Chandrapur,44,2020-02-15T06:59:28Z
108,Changhwa,92,2020-02-15T06:59:28Z
109,Changzhou,23,2020-02-15T06:59:28Z
110,Chapra,44,2020-02-15T06:59:28Z
111,Charlotte Amalie,106,2020-02-15T06:59:28Z
112,Chatsworth,85,2020-02-15T06:59:28Z
113,Cheju,86,2020-02-15T06:59:28Z
114,Chiayi,92,2020-02-15T06:59:28Z
115,Chisinau,61,2020-02-15T06:59:28Z
116,Chungho,92,2020-02-15T06:59:28Z
117,Cianjur,45,2020-02-15T06:59:28Z
118,Ciomas,45,2020-02-15T06:59:28Z
119,Ciparay,45,2020-02-15T06:59:28Z
120,Citrus Heights,103,2020-02-15T06:59:28Z
121,Citt del Vaticano,41,2020-02-15T06:59:28Z
122,Ciudad del Este,73,2020-02-15T06:59:28Z
123,Clarksville,103,2020-02-15T06:59:28Z
124,Coacalco de Berriozbal,60,2020-02-15T06:59:28Z
125,Coatzacoalcos,60,2020-02-15T06:59:28Z
126,Compton,103,2020-02-15T06:59:28Z
127,Coquimbo,22,2020-02-15T06:59:28Z
128,Crdoba,6,2020-02-15T06:59:28Z
129,Cuauhtmoc,60,2020-02-15T06:59:28Z
130,Cuautla,60,2020-02-15T06:59:28Z
131,Cuernavaca,60,2020-02-15T06:59:28Z
132,Cuman,104,2020-02-15T06:59:28Z
133,Czestochowa,76,2020-02-15T06:59:28Z
134,Dadu,72,2020-02-15T06:59:28Z
135,Dallas,103,2020-02-15T06:59:28Z
136,Datong,23,2020-02-15T06:59:28Z
137,Daugavpils,54,2020-02-15T06:59:28Z
138,Davao,75,2020-02-15T06:59:28Z
139,Daxian,23,2020-02-15T06:59:28Z
140,Dayton,103,2020-02-15T06:59:28Z
141,Deba Habe,69,2020-02-15T06:59:28Z
142,Denizli,97,2020-02-15T06:59:28Z
143,Dhaka,12,2020-02-15T06:59:28Z
144,Dhule (Dhulia),44,2020-02-15T06:59:28Z
145,Dongying,23,2020-02-15T06:59:28Z
146,Donostia-San Sebastin,87,2020-02-15T06:59:28Z
147,Dos Quebradas,24,2020-02-15T06:59:28Z
148,Duisburg,38,2020-02-15T06:59:28Z
149,Dundee,102,2020-02-15T06:59:28Z
150,Dzerzinsk,80,2020-02-15T06:59:28Z
151,Ede,67,2020-02-15T06:59:28Z
152,Effon-Alaiye,69,2020-02-15T06:59:28Z
153,El Alto,14,2020-02-15T06:59:28Z
154,El Fuerte,60,2020-02-15T06:59:28Z
155,El Monte,103,2020-02-15T06:59:28Z
156,Elista,80,2020-02-15T06:59:28Z
157,Emeishan,23,2020-02-15T06:59:28Z
158,Emmen,67,2020-02-15T06:59:28Z
159,Enshi,23,2020-02-15T06:59:28Z
160,Erlangen,38,2020-02-15T06:59:28Z
161,Escobar,6,2020-02-15T06:59:28Z
162,Esfahan,46,2020-02-15T06:59:28Z
163,Eskisehir,97,2020-02-15T06:59:28Z
164,Etawah,44,2020-02-15T06:59:28Z
165,Ezeiza,6,2020-02-15T06:59:28Z
166,Ezhou,23,2020-02-15T06:59:28Z
167,Faaa,36,2020-02-15T06:59:28Z
168,Fengshan,92,2020-02-15T06:59:28Z
169,Firozabad,44,2020-02-15T06:59:28Z
170,Florencia,24,2020-02-15T06:59:28Z
171,Fontana,103,2020-02-15T06:59:28Z
172,Fukuyama,50,2020-02-15T06:59:28Z
173,Funafuti,99,2020-02-15T06:59:28Z
174,Fuyu,23,2020-02-15T06:59:28Z
175,Fuzhou,23,2020-02-15T06:59:28Z
176,Gandhinagar,44,2020-02-15T06:59:28Z
177,Garden Grove,103,2020-02-15T06:59:28Z
178,Garland,103,2020-02-15T06:59:28Z
179,Gatineau,20,2020-02-15T06:59:28Z
180,Gaziantep,97,2020-02-15T06:59:28Z
181,Gijn,87,2020-02-15T06:59:28Z
182,Gingoog,75,2020-02-15T06:59:28Z
183,Goinia,15,2020-02-15T06:59:28Z
184,Gorontalo,45,2020-02-15T06:59:28Z
185,Grand Prairie,103,2020-02-15T06:59:28Z
186,Graz,9,2020-02-15T06:59:28Z
187,Greensboro,103,2020-02-15T06:59:28Z
188,Guadalajara,60,2020-02-15T06:59:28Z
189,Guaruj,15,2020-02-15T06:59:28Z
190,guas Lindas de Gois,15,2020-02-15T06:59:28Z
191,Gulbarga,44,2020-02-15T06:59:28Z
192,Hagonoy,75,2020-02-15T06:59:28Z
193,Haining,23,2020-02-15T06:59:28Z
194,Haiphong,105,2020-02-15T06:59:28Z
195,Haldia,44,2020-02-15T06:59:28Z
196,Halifax,20,2020-02-15T06:59:28Z
197,Halisahar,44,2020-02-15T06:59:28Z
198,Halle/Saale,38,2020-02-15T06:59:28Z
199,Hami,23,2020-02-15T06:59:28Z
200,Hamilton,68,2020-02-15T06:59:28Z
201,Hanoi,105,2020-02-15T06:59:28Z
202,Hidalgo,60,2020-02-15T06:59:28Z
203,Higashiosaka,50,2020-02-15T06:59:28Z
204,Hino,50,2020-02-15T06:59:28Z
205,Hiroshima,50,2020-02-15T06:59:28Z
206,Hodeida,107,2020-02-15T06:59:28Z
207,Hohhot,23,2020-02-15T06:59:28Z
208,Hoshiarpur,44,2020-02-15T06:59:28Z
209,Hsichuh,92,2020-02-15T06:59:28Z
210,Huaian,23,2020-02-15T06:59:28Z
211,Hubli-Dharwad,44,2020-02-15T06:59:28Z
212,Huejutla de Reyes,60,2020-02-15T06:59:28Z
213,Huixquilucan,60,2020-02-15T06:59:28Z
214,Hunuco,74,2020-02-15T06:59:28Z
215,Ibirit,15,2020-02-15T06:59:28Z
216,Idfu,29,2020-02-15T06:59:28Z
217,Ife,69,2020-02-15T06:59:28Z
218,Ikerre,69,2020-02-15T06:59:28Z
219,Iligan,75,2020-02-15T06:59:28Z
220,Ilorin,69,2020-02-15T06:59:28Z
221,Imus,75,2020-02-15T06:59:28Z
222,Inegl,97,2020-02-15T06:59:28Z
223,Ipoh,59,2020-02-15T06:59:28Z
224,Isesaki,50,2020-02-15T06:59:28Z
225,Ivanovo,80,2020-02-15T06:59:28Z
226,Iwaki,50,2020-02-15T06:59:28Z
227,Iwakuni,50,2020-02-15T06:59:28Z
228,Iwatsuki,50,2020-02-15T06:59:28Z
229,Izumisano,50,2020-02-15T06:59:28Z
230,Jaffna,88,2020-02-15T06:59:28Z
231,Jaipur,44,2020-02-15T06:59:28Z
232,Jakarta,45,2020-02-15T06:59:28Z
233,Jalib al-Shuyukh,53,2020-02-15T06:59:28Z
234,Jamalpur,12,2020-02-15T06:59:28Z
235,Jaroslavl,80,2020-02-15T06:59:28Z
236,Jastrzebie-Zdrj,76,2020-02-15T06:59:28Z
237,Jedda,82,2020-02-15T06:59:28Z
238,Jelets,80,2020-02-15T06:59:28Z
239,Jhansi,44,2020-02-15T06:59:28Z
240,Jinchang,23,2020-02-15T06:59:28Z
241,Jining,23,2020-02-15T06:59:28Z
242,Jinzhou,23,2020-02-15T06:59:28Z
243,Jodhpur,44,2020-02-15T06:59:28Z
244,Johannesburg,85,2020-02-15T06:59:28Z
245,Joliet,103,2020-02-15T06:59:28Z
246,Jos Azueta,60,2020-02-15T06:59:28Z
247,Juazeiro do Norte,15,2020-02-15T06:59:28Z
248,Juiz de Fora,15,2020-02-15T06:59:28Z
249,Junan,23,2020-02-15T06:59:28Z
250,Jurez,60,2020-02-15T06:59:28Z
251,Kabul,1,2020-02-15T06:59:28Z
252,Kaduna,69,2020-02-15T06:59:28Z
253,Kakamigahara,50,2020-02-15T06:59:28Z
254,Kaliningrad,80,2020-02-15T06:59:28Z
255,Kalisz,76,2020-02-15T06:59:28Z
256,Kamakura,50,2020-02-15T06:59:28Z
257,Kamarhati,44,2020-02-15T06:59:28Z
258,Kamjanets-Podilskyi,100,2020-02-15T06:59:28Z
259,Kamyin,80,2020-02-15T06:59:28Z
260,Kanazawa,50,2020-02-15T06:59:28Z
261,Kanchrapara,44,2020-02-15T06:59:28Z
262,Kansas City,103,2020-02-15T06:59:28Z
263,Karnal,44,2020-02-15T06:59:28Z
264,Katihar,44,2020-02-15T06:59:28Z
265,Kermanshah,46,2020-02-15T06:59:28Z
266,Kilis,97,2020-02-15T06:59:28Z
267,Kimberley,85,2020-02-15T06:59:28Z
268,Kimchon,86,2020-02-15T06:59:28Z
269,Kingstown,81,2020-02-15T06:59:28Z
270,Kirovo-Tepetsk,80,2020-02-15T06:59:28Z
271,Kisumu,52,2020-02-15T06:59:28Z
272,Kitwe,109,2020-02-15T06:59:28Z
273,Klerksdorp,85,2020-02-15T06:59:28Z
274,Kolpino,80,2020-02-15T06:59:28Z
275,Konotop,100,2020-02-15T06:59:28Z
276,Koriyama,50,2020-02-15T06:59:28Z
277,Korla,23,2020-02-15T06:59:28Z
278,Korolev,80,2020-02-15T06:59:28Z
279,Kowloon and New Kowloon,42,2020-02-15T06:59:28Z
280,Kragujevac,108,2020-02-15T06:59:28Z
281,Ktahya,97,2020-02-15T06:59:28Z
282,Kuching,59,2020-02-15T06:59:28Z
283,Kumbakonam,44,2020-02-15T06:59:28Z
284,Kurashiki,50,2020-02-15T06:59:28Z
285,Kurgan,80,2020-02-15T06:59:28Z
286,Kursk,80,2020-02-15T06:59:28Z
287,Kuwana,50,2020-02-15T06:59:28Z
288,La Paz,60,2020-02-15T06:59:28Z
289,La Plata,6,2020-02-15T06:59:28Z
290,La Romana,27,2020-02-15T06:59:28Z
291,Laiwu,23,2020-02-15T06:59:28Z
292,Lancaster,103,2020-02-15T06:59:28Z
293,Laohekou,23,2020-02-15T06:59:28Z
294,Lapu-Lapu,75,2020-02-15T06:59:28Z
295,Laredo,103,2020-02-15T06:59:28Z
296,Lausanne,91,2020-02-15T06:59:28Z
297,Le Mans,34,2020-02-15T06:59:28Z
298,Lengshuijiang,23,2020-02-15T06:59:28Z
299,Leshan,23,2020-02-15T06:59:28Z
300,Lethbridge,20,2020-02-15T06:59:28Z
301,Lhokseumawe,45,2020-02-15T06:59:28Z
302,Liaocheng,23,2020-02-15T06:59:28Z
303,Liepaja,54,2020-02-15T06:59:28Z
304,Lilongwe,58,2020-02-15T06:59:28Z
305,Lima,74,2020-02-15T06:59:28Z
306,Lincoln,103,2020-02-15T06:59:28Z
307,Linz,9,2020-02-15T06:59:28Z
308,Lipetsk,80,2020-02-15T06:59:28Z
309,Livorno,49,2020-02-15T06:59:28Z
310,Ljubertsy,80,2020-02-15T06:59:28Z
311,Loja,28,2020-02-15T06:59:28Z
312,London,102,2020-02-15T06:59:28Z
313,London,20,2020-02-15T06:59:28Z
314,Lublin,76,2020-02-15T06:59:28Z
315,Lubumbashi,25,2020-02-15T06:59:28Z
316,Lungtan,92,2020-02-15T06:59:28Z
317,Luzinia,15,2020-02-15T06:59:28Z
318,Madiun,45,2020-02-15T06:59:28Z
319,Mahajanga,57,2020-02-15T06:59:28Z
320,Maikop,80,2020-02-15T06:59:28Z
321,Malm,90,2020-02-15T06:59:28Z
322,Manchester,103,2020-02-15T06:59:28Z
323,Mandaluyong,75,2020-02-15T06:59:28Z
324,Mandi Bahauddin,72,2020-02-15T06:59:28Z
325,Mannheim,38,2020-02-15T06:59:28Z
326,Maracabo,104,2020-02-15T06:59:28Z
327,Mardan,72,2020-02-15T06:59:28Z
328,Maring,15,2020-02-15T06:59:28Z
329,Masqat,71,2020-02-15T06:59:28Z
330,Matamoros,60,2020-02-15T06:59:28Z
331,Matsue,50,2020-02-15T06:59:28Z
332,Meixian,23,2020-02-15T06:59:28Z
333,Memphis,103,2020-02-15T06:59:28Z
334,Merlo,6,2020-02-15T06:59:28Z
335,Mexicali,60,2020-02-15T06:59:28Z
336,Miraj,44,2020-02-15T06:59:28Z
337,Mit Ghamr,29,2020-02-15T06:59:28Z
338,Miyakonojo,50,2020-02-15T06:59:28Z
339,Mogiljov,13,2020-02-15T06:59:28Z
340,Molodetno,13,2020-02-15T06:59:28Z
341,Monclova,60,2020-02-15T06:59:28Z
342,Monywa,64,2020-02-15T06:59:28Z
343,Moscow,80,2020-02-15T06:59:28Z
344,Mosul,47,2020-02-15T06:59:28Z
345,Mukateve,100,2020-02-15T06:59:28Z
346,Munger (Monghyr),44,2020-02-15T06:59:28Z
347,Mwanza,93,2020-02-15T06:59:28Z
348,Mwene-Ditu,25,2020-02-15T06:59:28Z
349,Myingyan,64,2020-02-15T06:59:28Z
350,Mysore,44,2020-02-15T06:59:28Z
351,Naala-Porto,63,2020-02-15T06:59:28Z
352,Nabereznyje Telny,80,2020-02-15T06:59:28Z
353,Nador,62,2020-02-15T06:59:28Z
354,Nagaon,44,2020-02-15T06:59:28Z
355,Nagareyama,50,2020-02-15T06:59:28Z
356,Najafabad,46,2020-02-15T06:59:28Z
357,Naju,86,2020-02-15T06:59:28Z
358,Nakhon Sawan,94,2020-02-15T06:59:28Z
359,Nam Dinh,105,2020-02-15T06:59:28Z
360,Namibe,4,2020-02-15T06:59:28Z
361,Nantou,92,2020-02-15T06:59:28Z
362,Nanyang,23,2020-02-15T06:59:28Z
363,NDjamna,21,2020-02-15T06:59:28Z
364,Newcastle,85,2020-02-15T06:59:28Z
365,Nezahualcyotl,60,2020-02-15T06:59:28Z
366,Nha Trang,105,2020-02-15T06:59:28Z
367,Niznekamsk,80,2020-02-15T06:59:28Z
368,Novi Sad,108,2020-02-15T06:59:28Z
369,Novoterkassk,80,2020-02-15T06:59:28Z
370,Nukualofa,95,2020-02-15T06:59:28Z
371,Nuuk,40,2020-02-15T06:59:28Z
372,Nyeri,52,2020-02-15T06:59:28Z
373,Ocumare del Tuy,104,2020-02-15T06:59:28Z
374,Ogbomosho,69,2020-02-15T06:59:28Z
375,Okara,72,2020-02-15T06:59:28Z
376,Okayama,50,2020-02-15T06:59:28Z
377,Okinawa,50,2020-02-15T06:59:28Z
378,Olomouc,26,2020-02-15T06:59:28Z
379,Omdurman,89,2020-02-15T06:59:28Z
380,Omiya,50,2020-02-15T06:59:28Z
381,Ondo,69,2020-02-15T06:59:28Z
382,Onomichi,50,2020-02-15T06:59:28Z
383,Oshawa,20,2020-02-15T06:59:28Z
384,Osmaniye,97,2020-02-15T06:59:28Z
385,ostka,100,2020-02-15T06:59:28Z
386,Otsu,50,2020-02-15T06:59:28Z
387,Oulu,33,2020-02-15T06:59:28Z
388,Ourense (Orense),87,2020-02-15T06:59:28Z
389,Owo,69,2020-02-15T06:59:28Z
390,Oyo,69,2020-02-15T06:59:28Z
391,Ozamis,75,2020-02-15T06:59:28Z
392,Paarl,85,2020-02-15T06:59:28Z
393,Pachuca de Soto,60,2020-02-15T06:59:28Z
394,Pak Kret,94,2020-02-15T06:59:28Z
395,Palghat (Palakkad),44,2020-02-15T06:59:28Z
396,Pangkal Pinang,45,2020-02-15T06:59:28Z
397,Papeete,36,2020-02-15T06:59:28Z
398,Parbhani,44,2020-02-15T06:59:28Z
399,Pathankot,44,2020-02-15T06:59:28Z
400,Patiala,44,2020-02-15T06:59:28Z
401,Patras,39,2020-02-15T06:59:28Z
402,Pavlodar,51,2020-02-15T06:59:28Z
403,Pemalang,45,2020-02-15T06:59:28Z
404,Peoria,103,2020-02-15T06:59:28Z
405,Pereira,24,2020-02-15T06:59:28Z
406,Phnom Penh,18,2020-02-15T06:59:28Z
407,Pingxiang,23,2020-02-15T06:59:28Z
408,Pjatigorsk,80,2020-02-15T06:59:28Z
409,Plock,76,2020-02-15T06:59:28Z
410,Po,15,2020-02-15T06:59:28Z
411,Ponce,77,2020-02-15T06:59:28Z
412,Pontianak,45,2020-02-15T06:59:28Z
413,Poos de Caldas,15,2020-02-15T06:59:28Z
414,Portoviejo,28,2020-02-15T06:59:28Z
415,Probolinggo,45,2020-02-15T06:59:28Z
416,Pudukkottai,44,2020-02-15T06:59:28Z
417,Pune,44,2020-02-15T06:59:28Z
418,Purnea (Purnia),44,2020-02-15T06:59:28Z
419,Purwakarta,45,2020-02-15T06:59:28Z
420,Pyongyang,70,2020-02-15T06:59:28Z
421,Qalyub,29,2020-02-15T06:59:28Z
422,Qinhuangdao,23,2020-02-15T06:59:28Z
423,Qomsheh,46,2020-02-15T06:59:28Z
424,Quilmes,6,2020-02-15T06:59:28Z
425,Rae Bareli,44,2020-02-15T06:59:28Z
426,Rajkot,44,2020-02-15T06:59:28Z
427,Rampur,44,2020-02-15T06:59:28Z
428,Rancagua,22,2020-02-15T06:59:28Z
429,Ranchi,44,2020-02-15T06:59:28Z
430,Richmond Hill,20,2020-02-15T06:59:28Z
431,Rio Claro,15,2020-02-15T06:59:28Z
432,Rizhao,23,2020-02-15T06:59:28Z
433,Roanoke,103,2020-02-15T06:59:28Z
434,Robamba,28,2020-02-15T06:59:28Z
435,Rockford,103,2020-02-15T06:59:28Z
436,Ruse,17,2020-02-15T06:59:28Z
437,Rustenburg,85,2020-02-15T06:59:28Z
438,s-Hertogenbosch,67,2020-02-15T06:59:28Z
439,Saarbrcken,38,2020-02-15T06:59:28Z
440,Sagamihara,50,2020-02-15T06:59:28Z
441,Saint Louis,103,2020-02-15T06:59:28Z
442,Saint-Denis,79,2020-02-15T06:59:28Z
443,Sal,62,2020-02-15T06:59:28Z
444,Salala,71,2020-02-15T06:59:28Z
445,Salamanca,60,2020-02-15T06:59:28Z
446,Salinas,103,2020-02-15T06:59:28Z
447,Salzburg,9,2020-02-15T06:59:28Z
448,Sambhal,44,2020-02-15T06:59:28Z
449,San Bernardino,103,2020-02-15T06:59:28Z
450,San Felipe de Puerto Plata,27,2020-02-15T06:59:28Z
451,San Felipe del Progreso,60,2020-02-15T06:59:28Z
452,San Juan Bautista Tuxtepec,60,2020-02-15T06:59:28Z
453,San Lorenzo,73,2020-02-15T06:59:28Z
454,San Miguel de Tucumn,6,2020-02-15T06:59:28Z
455,Sanaa,107,2020-02-15T06:59:28Z
456,Santa Brbara dOeste,15,2020-02-15T06:59:28Z
457,Santa F,6,2020-02-15T06:59:28Z
458,Santa Rosa,75,2020-02-15T06:59:28Z
459,Santiago de Compostela,87,2020-02-15T06:59:28Z
460,Santiago de los Caballeros,27,2020-02-15T06:59:28Z
461,Santo Andr,15,2020-02-15T06:59:28Z
462,Sanya,23,2020-02-15T06:59:28Z
463,Sasebo,50,2020-02-15T06:59:28Z
464,Satna,44,2020-02-15T06:59:28Z
465,Sawhaj,29,2020-02-15T06:59:28Z
466,Serpuhov,80,2020-02-15T06:59:28Z
467,Shahr-e Kord,46,2020-02-15T06:59:28Z
468,Shanwei,23,2020-02-15T06:59:28Z
469,Shaoguan,23,2020-02-15T06:59:28Z
470,Sharja,101,2020-02-15T06:59:28Z
471,Shenzhen,23,2020-02-15T06:59:28Z
472,Shikarpur,72,2020-02-15T06:59:28Z
473,Shimoga,44,2020-02-15T06:59:28Z
474,Shimonoseki,50,2020-02-15T06:59:28Z
475,Shivapuri,44,2020-02-15T06:59:28Z
476,Shubra al-Khayma,29,2020-02-15T06:59:28Z
477,Siegen,38,2020-02-15T06:59:28Z
478,Siliguri (Shiliguri),44,2020-02-15T06:59:28Z
479,Simferopol,100,2020-02-15T06:59:28Z
480,Sincelejo,24,2020-02-15T06:59:28Z
481,Sirjan,46,2020-02-15T06:59:28Z
482,Sivas,97,2020-02-15T06:59:28Z
483,Skikda,2,2020-02-15T06:59:28Z
484,Smolensk,80,2020-02-15T06:59:28Z
485,So Bernardo do Campo,15,2020-02-15T06:59:28Z
486,So Leopoldo,15,2020-02-15T06:59:28Z
487,Sogamoso,24,2020-02-15T06:59:28Z
488,Sokoto,69,2020-02-15T06:59:28Z
489,Songkhla,94,2020-02-15T06:59:28Z
490,Sorocaba,15,2020-02-15T06:59:28Z
491,Soshanguve,85,2020-02-15T06:59:28Z
492,Sousse,96,2020-02-15T06:59:28Z
493,South Hill,5,2020-02-15T06:59:28Z
494,Southampton,102,2020-02-15T06:59:28Z
495,Southend-on-Sea,102,2020-02-15T06:59:28Z
496,Southport,102,2020-02-15T06:59:28Z
497,Springs,85,2020-02-15T06:59:28Z
498,Stara Zagora,17,2020-02-15T06:59:28Z
499,Sterling Heights,103,2020-02-15T06:59:28Z
500,Stockport,102,2020-02-15T06:59:28Z
501,Sucre,14,2020-02-15T06:59:28Z
502,Suihua,23,2020-02-15T06:59:28Z
503,Sullana,74,2020-02-15T06:59:28Z
504,Sultanbeyli,97,2020-02-15T06:59:28Z
505,Sumqayit,10,2020-02-15T06:59:28Z
506,Sumy,100,2020-02-15T06:59:28Z
507,Sungai Petani,59,2020-02-15T06:59:28Z
508,Sunnyvale,103,2020-02-15T06:59:28Z
509,Surakarta,45,2020-02-15T06:59:28Z
510,Syktyvkar,80,2020-02-15T06:59:28Z
511,Syrakusa,49,2020-02-15T06:59:28Z
512,Szkesfehrvr,43,2020-02-15T06:59:28Z
513,Tabora,93,2020-02-15T06:59:28Z
514,Tabriz,46,2020-02-15T06:59:28Z
515,Tabuk,82,2020-02-15T06:59:28Z
516,Tafuna,3,2020-02-15T06:59:28Z
517,Taguig,75,2020-02-15T06:59:28Z
518,Taizz,107,2020-02-15T06:59:28Z
519,Talavera,75,2020-02-15T06:59:28Z
520,Tallahassee,103,2020-02-15T06:59:28Z
521,Tama,50,2020-02-15T06:59:28Z
522,Tambaram,44,2020-02-15T06:59:28Z
523,Tanauan,75,2020-02-15T06:59:28Z
524,Tandil,6,2020-02-15T06:59:28Z
525,Tangail,12,2020-02-15T06:59:28Z
526,Tanshui,92,2020-02-15T06:59:28Z
527,Tanza,75,2020-02-15T06:59:28Z
528,Tarlac,75,2020-02-15T06:59:28Z
529,Tarsus,97,2020-02-15T06:59:28Z
530,Tartu,30,2020-02-15T06:59:28Z
531,Teboksary,80,2020-02-15T06:59:28Z
532,Tegal,45,2020-02-15T06:59:28Z
533,Tel Aviv-Jaffa,48,2020-02-15T06:59:28Z
534,Tete,63,2020-02-15T06:59:28Z
535,Tianjin,23,2020-02-15T06:59:28Z
536,Tiefa,23,2020-02-15T06:59:28Z
537,Tieli,23,2020-02-15T06:59:28Z
538,Tokat,97,2020-02-15T06:59:28Z
539,Tonghae,86,2020-02-15T06:59:28Z
540,Tongliao,23,2020-02-15T06:59:28Z
541,Torren,60,2020-02-15T06:59:28Z
542,Touliu,92,2020-02-15T06:59:28Z
543,Toulon,34,2020-02-15T06:59:28Z
544,Toulouse,34,2020-02-15T06:59:28Z
545,Trshavn,32,2020-02-15T06:59:28Z
546,Tsaotun,92,2020-02-15T06:59:28Z
547,Tsuyama,50,2020-02-15T06:59:28Z
548,Tuguegarao,75,2020-02-15T06:59:28Z
549,Tychy,76,2020-02-15T06:59:28Z
